tail,head,u,p_fail
0,10,6.0,0.21337008472509394
0,1,8.0,0.16755477616752193
1,0,6.0,0.19972240886378884
1,11,5.0,0.21510041558628057
1,2,6.0,0.12990994848787096
2,1,5.0,0.23407298042196678
2,12,5.0,0.22347970721632593
2,3,5.0,0.2145089493018536
3,2,5.0,0.1576425470452203
3,13,5.0,0.2647015689328018
3,4,6.0,0.21352386444823865
4,3,5.0,0.28590387621570945
4,14,5.0,0.17471709833060356
4,5,5.0,0.21700636010939867
5,4,7.0,0.2341819743230706
5,15,5.0,0.19384814461547908
5,6,5.0,0.17798272077097643
6,5,5.0,0.18416145598332956
6,16,5.0,0.31122588863936634
6,7,6.0,0.24131657072128748
7,6,5.0,0.1733564667606657
7,17,5.0,0.16396438833269097
7,8,5.0,0.27109541789824143
8,7,5.0,0.24355061127972652
8,18,5.0,0.1992651597151541
8,9,5.0,0.18363335932711622
9,8,5.0,0.2008629399220525
9,19,6.0,0.21785320250101792
10,0,7.0,0.24362130695671913
10,20,6.0,0.20358616619130165
10,11,5.0,0.21750663987754115
11,1,6.0,0.2397745906899522
11,10,5.0,0.22313003783670982
11,21,5.0,0.1680387703857465
11,12,6.0,0.26058355488157575
12,2,5.0,0.16261739769037153
12,11,6.0,0.1964012002814731
12,22,5.0,0.24404529629552424
12,13,6.0,0.17158528977502208
13,3,5.0,0.2765823837266534
13,12,5.0,0.210449107934903
13,23,5.0,0.16829945275856573
13,14,5.0,0.20466394525480533
14,4,5.0,0.1710377029142569
14,13,5.0,0.21270276025367735
14,24,7.0,0.15441960850516867
14,15,5.0,0.2363955114122956
15,5,5.0,0.20610934533589928
15,14,5.0,0.19753609571441277
15,25,5.0,0.19636546945082659
15,16,5.0,0.24784440511897837
16,6,5.0,0.1857496678800859
16,15,6.0,0.18291481266028675
16,26,6.0,0.17101435160285353
16,17,5.0,0.21319583656356234
17,7,5.0,0.22106666411249387
17,16,5.0,0.16907339765751409
17,27,5.0,0.24254051081703315
17,18,5.0,0.18004788135760552
18,8,5.0,0.17423546588907016
18,17,5.0,0.1843222989142137
18,28,5.0,0.17956826840910634
18,19,5.0,0.2154600727049628
19,9,5.0,0.2322281517788366
19,18,5.0,0.2908023333154374
19,29,5.0,0.19471363596624802
20,10,5.0,0.1669169812869204
20,30,5.0,0.20127562114820685
20,21,5.0,0.223384656060179
21,11,5.0,0.17603117136428925
21,20,6.0,0.19535666445914066
21,31,5.0,0.2158077647646243
21,22,5.0,0.22027840550369768
22,12,5.0,0.16448012329673362
22,21,5.0,0.19972251366538185
22,32,5.0,0.2164847813577332
22,23,5.0,0.2041324794148597
23,13,5.0,0.22588377294829562
23,22,5.0,0.1953641173970544
23,33,5.0,0.20385973505126423
23,24,5.0,0.22049430513642881
24,14,5.0,0.2125351082317391
24,23,5.0,0.23019813263276867
24,34,5.0,0.22266994068453305
24,25,5.0,0.20075657795715954
25,15,5.0,0.1782342091872389
25,24,5.0,0.26410210520382604
25,35,5.0,0.19071282659498068
25,26,5.0,0.23104407367515184
26,16,5.0,0.23352461063074614
26,25,5.0,0.1849602757285804
26,36,5.0,0.16191911611884952
26,27,6.0,0.2219570265457648
27,17,6.0,0.21570548924667748
27,26,5.0,0.1740194825594049
27,37,5.0,0.21417781534571403
27,28,5.0,0.23236972997257965
28,18,5.0,0.24320369175426826
28,27,5.0,0.221688523546064
28,38,5.0,0.18960891695232313
28,29,6.0,0.22531242477596605
29,19,5.0,0.19030718604104613
29,28,5.0,0.19098955584818458
29,39,5.0,0.2301132877352451
30,20,5.0,0.23284129111510954
30,40,5.0,0.2197364366068972
30,31,5.0,0.18523401723261979
31,21,5.0,0.20660133877253856
31,30,5.0,0.19430775534733474
31,41,5.0,0.19531415599457783
31,32,5.0,0.20554350914366193
32,22,5.0,0.20280828637813808
32,31,5.0,0.17667429325557862
32,42,5.0,0.1660844005203902
32,33,5.0,0.22776522076358227
33,23,5.0,0.22291249377861191
33,32,6.0,0.22271863064754083
33,43,6.0,0.20341599505807456
33,34,6.0,0.22623350862688274
34,24,7.0,0.1736643346999606
34,33,6.0,0.21207051641925956
34,44,5.0,0.19512491451492567
34,35,5.0,0.21913487041389887
35,25,5.0,0.22602525669215343
35,34,5.0,0.1805655873391104
35,45,5.0,0.19836784832207555
35,36,5.0,0.14815222037489592
36,26,5.0,0.20015547769929798
36,35,5.0,0.22689815337081384
36,46,6.0,0.22112628647572743
36,37,5.0,0.20558679242088362
37,27,5.0,0.2571070259379151
37,36,7.0,0.21001235844233293
37,47,6.0,0.2344152673576971
37,38,5.0,0.20363933924379884
38,28,5.0,0.1523174166414648
38,37,5.0,0.17656447651370502
38,48,5.0,0.2015186923572408
38,39,5.0,0.19520577157577612
39,29,5.0,0.22860950123144366
39,38,5.0,0.22146943975619215
39,49,5.0,0.2217727524766241
40,30,6.0,0.1536028625786187
40,50,5.0,0.220776431570801
40,41,6.0,0.21809549983822984
41,31,5.0,0.2286837310606536
41,40,5.0,0.20966562632874358
41,51,5.0,0.22434281112863577
41,42,5.0,0.22235545397771742
42,32,5.0,0.24091964866525484
42,41,5.0,0.15369591718283368
42,52,5.0,0.18858504353600608
42,43,5.0,0.17257521113353505
43,33,5.0,0.1958175775138324
43,42,5.0,0.19703584220232595
43,53,5.0,0.19499810221737307
43,44,5.0,0.1912136792504132
44,34,6.0,0.14586528944578295
44,43,5.0,0.1960656726003815
44,54,5.0,0.18683736326234643
44,45,5.0,0.21046614565199806
45,35,6.0,0.17033831242122496
45,44,6.0,0.2525505314728537
45,55,5.0,0.1936008119299309
45,46,5.0,0.1883218293704881
46,36,5.0,0.2339249541780161
46,45,5.0,0.20946330606267516
46,56,5.0,0.21391607012703584
46,47,5.0,0.24380374027823454
47,37,5.0,0.27324001613559734
47,46,5.0,0.15984958516986036
47,57,6.0,0.15448118717161666
47,48,6.0,0.2521578947343511
48,38,5.0,0.16642953021674256
48,47,6.0,0.20518575873328532
48,58,5.0,0.22712098056179972
48,49,5.0,0.17690547994927505
49,39,6.0,0.21415203298487337
49,48,5.0,0.2111491514452827
49,59,5.0,0.17230246920100356
50,40,5.0,0.17685034282993806
50,60,5.0,0.15140915932692486
50,51,5.0,0.16951187054066263
51,41,5.0,0.18506004132879283
51,50,5.0,0.2320172360307792
51,61,5.0,0.20869157280305478
51,52,5.0,0.22171438924036152
52,42,5.0,0.1556936931535153
52,51,5.0,0.2138245498017319
52,62,7.0,0.18464867571459737
52,53,5.0,0.1600267188117185
53,43,5.0,0.14186495011827036
53,52,5.0,0.2180251082535934
53,63,5.0,0.20044930610795048
53,54,6.0,0.19134657978337516
54,44,5.0,0.18726021172061255
54,53,6.0,0.19470358493751572
54,64,5.0,0.18874555340003468
54,55,5.0,0.17004520969803935
55,45,5.0,0.23432962494047707
55,54,7.0,0.23370253696273136
55,65,5.0,0.15768591498187676
55,56,5.0,0.27053788154762487
56,46,5.0,0.20334658520106444
