tail,head,u,p_fail
0,5,9.0,0.6117582388196795
0,1,10.0,0.5251861443212247
1,0,5.0,0.5818070572364569
1,6,5.0,0.467873431018216
1,2,5.0,0.5782225775208996
2,1,6.0,0.4765174872818338
2,7,5.0,0.46521761812718765
2,3,9.0,0.5210328501859235
3,2,5.0,0.4488576391987938
3,8,5.0,0.42107239703731464
3,4,8.0,0.6135472522449785
4,3,5.0,0.5551698926547344
4,9,8.0,0.46605079368142055
5,0,5.0,0.49870630486136613
5,10,10.0,0.5927895608126925
5,6,5.0,0.4632511825316276
6,1,5.0,0.34805579395880776
6,5,5.0,0.7025377834712073
6,11,6.0,0.4011215083889366
6,7,5.0,0.4669472917032528
7,2,5.0,0.3598984473647904
7,6,6.0,0.3594606811110595
7,12,6.0,0.5251792626929799
7,8,5.0,0.41072869384101846
8,3,5.0,0.5498087579531471
8,7,6.0,0.4882068132131698
8,13,5.0,0.4876985386733078
8,9,5.0,0.548344495194657
9,4,5.0,0.5513641838729503
9,8,5.0,0.6130841815140611
9,14,9.0,0.4063520232198156
10,5,5.0,0.44704544224274356
10,15,7.0,0.55309118933139
10,11,5.0,0.5609432504602904
11,6,5.0,0.46132210946549795
11,10,5.0,0.41560164898753166
11,16,6.0,0.5002166026955344
11,12,5.0,0.31896898032869697
12,7,6.0,0.3886975896618988
12,11,8.0,0.5916357085207945
12,17,5.0,0.41196390711528924
12,13,6.0,0.6790846317081618
13,8,6.0,0.508631703103215
13,12,6.0,0.5204507755212262
13,18,6.0,0.74913724400635
13,14,5.0,0.5720829799613281
14,9,5.0,0.4765850623748765
14,13,7.0,0.45991464083942096
14,19,10.0,0.4538347590024894
15,10,5.0,0.3667105385254873
15,16,10.0,0.5282941934582304
16,11,5.0,0.5015559722954115
16,15,7.0,0.4506420566289317
16,17,9.0,0.569647714445078
17,12,5.0,0.45624988698311914
17,16,5.0,0.3833587666176867
17,18,10.0,0.4227935314560779
18,13,5.0,0.49474206244680896
18,17,5.0,0.5225166053971659
18,19,9.0,0.6593151174957789
19,14,5.0,0.46900924379980263
19,18,5.0,0.5380164611041856
