tail,head,u,p_fail
0,1,10.0,0.7716842155526438
0,15,5.0,0.9121124277936183
1,2,7.0,0.7894342447873797
2,3,10.0,0.7868963213685474
3,4,10.0,0.9528287570592542
4,5,6.0,0.9833743505457466
4,98,5.0,0.99
5,6,5.0,0.9245803065000411
5,375,6.0,0.6376791150903978
6,7,5.0,0.6135454675165035
7,8,6.0,0.8285574363035333
7,127,5.0,0.7265244821606646
7,393,7.0,0.5960727208225541
7,224,5.0,0.9310164610656063
7,492,6.0,0.7571309393905074
8,9,5.0,0.84011629819177
9,10,5.0,0.7658242506966358
9,51,6.0,0.7709315459683349
9,276,5.0,0.8083957772264603
10,11,5.0,0.8248437453765325
11,12,5.0,0.8613503556673705
11,458,5.0,0.6311198692130058
12,13,5.0,0.6391108328178583
13,14,6.0,0.6774567695239009
14,15,6.0,0.6145403491482124
14,360,6.0,0.7243774314299355
15,16,5.0,0.7142534548505688
16,17,5.0,0.7647191387498927
16,474,5.0,0.9013489073170637
17,18,5.0,0.9161069834478255
18,19,5.0,0.8951664930300262
19,20,6.0,0.6136589486412765
19,271,5.0,0.974195116686956
20,21,5.0,0.99
20,371,5.0,0.99
21,22,6.0,0.717621220865762
21,426,6.0,0.8092757627212892
22,23,6.0,0.762648009794547
22,159,5.0,0.7870600963679503
23,24,7.0,0.7174403111301457
24,25,5.0,0.7333538098512918
25,26,5.0,0.8907620505954278
26,27,5.0,0.6420651621775267
27,28,6.0,0.6782104920926412
28,29,5.0,0.6497634401067754
28,223,6.0,0.99
29,30,5.0,0.9090795058881282
30,31,5.0,0.7690567571074629
31,32,5.0,0.6811715050686334
32,33,5.0,0.5734035596199404
33,34,5.0,0.5572151495738975
34,35,5.0,0.6900971850510363
34,431,5.0,0.7948126499307858
35,36,5.0,0.9772841046456316
35,186,6.0,0.99
36,37,8.0,0.8142176594736672
37,38,5.0,0.99
37,50,7.0,0.9548029874745286
37,258,6.0,0.8406532307013305
37,329,8.0,0.733008018339166
38,39,5.0,0.7767091550497924
38,461,5.0,0.753830644063975
39,40,5.0,0.9462309272865691
39,123,5.0,0.9509503853611078
39,58,5.0,0.7743708876303469
40,41,5.0,0.8154443362525523
41,42,5.0,0.8699873493329076
41,325,6.0,0.6933696199002432
41,368,6.0,0.7028555141042889
42,43,5.0,0.7665265153967953
43,44,5.0,0.99
44,45,5.0,0.8373058722530795
45,46,5.0,0.99
45,123,5.0,0.7735940605508527
45,393,5.0,0.99
46,47,5.0,0.915372252146182
46,175,5.0,0.99
47,48,5.0,0.9000090492793875
47,415,5.0,0.7298778938805631
48,49,5.0,0.7749992472206638
48,350,5.0,0.6526461941427124
49,50,5.0,0.99
50,51,5.0,0.8787227941628193
51,52,5.0,0.7528526597913812
