tail,head,u,p_fail
0,172,7.0,0.171490021309619
2,3,5.0,0.19957072248997398
2,58,5.0,0.22220761629298447
2,65,5.0,0.22594158890630422
2,79,5.0,0.2643617049244098
2,143,5.0,0.17702485727737668
3,38,5.0,0.18133292936664133
3,154,7.0,0.23031408833163958
3,83,8.0,0.21982081066005593
4,109,5.0,0.21372258183748502
4,156,5.0,0.14281090929331874
5,124,7.0,0.15681157028934264
5,26,5.0,0.20208428880665155
5,16,6.0,0.15573302976680015
6,147,6.0,0.19984851055245137
6,164,5.0,0.18234970121620964
7,191,7.0,0.20497950867259448
7,80,7.0,0.25973554254829806
8,163,6.0,0.20355819609760584
8,135,8.0,0.2643071343662193
8,137,5.0,0.17318332959106658
9,163,5.0,0.16127866338236396
9,146,5.0,0.18155397330191125
9,182,7.0,0.17273840636052426
10,108,5.0,0.19635257044047402
10,180,5.0,0.20846847854151665
10,158,5.0,0.16674080669301153
10,82,6.0,0.18745658622436528
11,125,5.0,0.23772421068098853
12,188,5.0,0.16682445599547494
14,13,5.0,0.15495744081218327
15,108,5.0,0.16748612377692432
16,144,6.0,0.1409193179443148
16,196,5.0,0.19997358812968313
16,197,5.0,0.1983714070041076
17,55,5.0,0.14270845535699964
18,148,5.0,0.15853999826296994
18,124,5.0,0.23751663498237585
18,165,5.0,0.21573188473419858
19,39,5.0,0.21220788806832164
19,181,5.0,0.18945333915648732
19,140,5.0,0.23064847156208423
20,84,5.0,0.1685625441852515
21,160,5.0,0.2621517077484515
24,19,5.0,0.25489933038136475
25,171,5.0,0.235005119198611
25,85,6.0,0.18063535872354397
25,70,6.0,0.22177355422037462
26,28,5.0,0.17941065070002693
26,152,6.0,0.21779177533857938
27,103,5.0,0.2432696622384005
28,91,5.0,0.24563743004927363
28,149,5.0,0.19698197974376572
30,171,5.0,0.17814009469523828
31,181,5.0,0.20924774469046437
31,184,5.0,0.21056755923744902
32,72,5.0,0.22556439985354682
32,199,5.0,0.16881122420049255
33,64,6.0,0.2579062660431909
33,161,5.0,0.14845794412519062
33,47,8.0,0.212466055648911
33,99,6.0,0.15157278429007554
34,183,6.0,0.25057899107581927
34,9,5.0,0.19440778085956745
35,141,5.0,0.22400546154577847
35,151,5.0,0.21352286086020245
35,73,5.0,0.26138711657411123
36,89,5.0,0.18495665114775214
37,73,6.0,0.18615511780966804
37,148,5.0,0.2629939783764641
37,150,5.0,0.19942242300156166
37,7,6.0,0.2080084642209683
38,152,5.0,0.20088830392919924
41,83,6.0,0.1930835105809652
41,142,6.0,0.15982815869410558
41,33,5.0,0.26804262665102396
42,171,5.0,0.17688821058069318
42,64,5.0,0.15505561764142844
43,68,5.0,0.19452968203655632
43,172,5.0,0.16766540874567337
44,152,6.0,0.23830118920077734
45,57,5.0,0.17497384536854352
46,48,5.0,0.2305368876847308
46,193,5.0,0.1914937076872949
47,50,7.0,0.21266901538206628
49,152,5.0,0.21964351372632246
49,1,6.0,0.20135018922445772
50,139,5.0,0.21119988382564575
50,59,6.0,0.21052442684161524
50,14,5.0,0.30032021693689587
50,104,5.0,0.15641187477132948
50,166,5.0,0.20529032135448008
51,169,5.0,0.26761285264503165
51,195,5.0,0.266206180178854
51,53,5.0,0.20612691578273631
51,68,5.0,0.17814088671584152
52,139,5.0,0.1662688801318218
53,180,5.0,0.198303465758564
53,183,5.0,0.19045513953031568
54,98,6.0,0.1948546280195187
54,100,5.0,0.2257301618749999
54,120,6.0,0.29170022180857846
56,162,5.0,0.21731849989209603
56,155,7.0,0.26091500016793606
57,50,5.0,0.2462285583217169
57,62,5.0,0.20123919276352367
59,68,6.0,0.29722915606626193
59,29,5.0,0.2311113730446496
59,13,5.0,0.2021766547114474
60,53,6.0,0.21343628731576675
61,147,5.0,0.17476127247242385
61,97,5.0,0.2614074530294804
61,161,6.0,0.17272172635300867
61,177,6.0,0.1507895792247329
62,125,5.0,0.19786202998966398
64,89,5.0,0.22392260144626858
64,59,5.0,0.2168989286784298
65,158,6.0,0.22283166322520886
65,79,5.0,0.19948689080684567
