tail,head,u,p_fail
0,10,5.0,0.4102238951168768
0,1,6.0,0.5439719492107303
1,0,6.0,0.4972180263124343
1,11,5.0,0.395610875302265
1,2,5.0,0.5140575673384071
2,1,6.0,0.5489485956662546
2,12,5.0,0.5050720804319251
2,3,5.0,0.4090130863893785
3,2,5.0,0.5823912771950879
3,13,5.0,0.48156869483411996
3,4,6.0,0.4855408302431685
4,3,6.0,0.47986181847243387
4,14,5.0,0.523049425094993
4,5,5.0,0.6092446785794515
5,4,5.0,0.4662342524269176
5,15,6.0,0.5976353712121968
5,6,5.0,0.4749067744539135
6,5,5.0,0.39634148223700766
6,16,5.0,0.5762505636386639
6,7,6.0,0.40794391661088236
7,6,5.0,0.5188830487235668
7,17,5.0,0.5470877726553209
7,8,5.0,0.47652937069922163
8,7,5.0,0.6455004553966273
8,18,6.0,0.597431233509116
8,9,5.0,0.5729951820587189
9,8,5.0,0.5184162682736838
9,19,5.0,0.47964383700398
10,0,5.0,0.5072295063345265
10,20,7.0,0.5117922556939277
10,11,5.0,0.42693055956316994
11,1,5.0,0.5209039910238744
11,10,5.0,0.524619513833873
11,21,5.0,0.5679991772338737
11,12,7.0,0.5381012594781546
12,2,5.0,0.704645449839076
12,11,5.0,0.4449038911221695
12,22,5.0,0.39588793287235124
12,13,6.0,0.525797477213349
13,3,5.0,0.5416552086636289
13,12,6.0,0.47678826966216353
13,23,5.0,0.48555937052923037
13,14,5.0,0.6183060790217408
14,4,7.0,0.5475867870159272
14,13,5.0,0.49731083867438974
14,24,5.0,0.5733679115305013
14,15,5.0,0.4608534152420098
15,5,5.0,0.4810683181857483
15,14,6.0,0.41248466861473715
15,25,5.0,0.46910412577539673
15,16,5.0,0.3917950266512028
16,6,6.0,0.4993095346126036
16,15,6.0,0.5317880845806068
16,26,5.0,0.4147418534018897
16,17,5.0,0.35106788799732214
17,7,5.0,0.4718770094725049
17,16,6.0,0.5478857130443077
17,27,6.0,0.4917822351785641
17,18,6.0,0.41393308332000084
18,8,5.0,0.5365087076723609
18,17,5.0,0.43628228146572956
18,28,5.0,0.4266160542019162
18,19,5.0,0.5062920061724024
19,9,5.0,0.6601469131145835
19,18,6.0,0.5299456728925591
19,29,5.0,0.40630886627470686
20,10,8.0,0.5014415660832092
