tail,head,u,p_fail
0,15,10.0,0.1831916652108583
0,1,5.0,0.1612998193881591
1,0,5.0,0.2225267290036833
1,16,7.0,0.25792769064085447
1,2,5.0,0.2204692141316721
2,1,5.0,0.2086781154979684
2,17,6.0,0.17390224216361577
2,3,6.0,0.20843804445791048
3,2,6.0,0.2122366414259711
3,18,5.0,0.262055720452343
3,4,5.0,0.20980029407300527
4,3,5.0,0.16248644143038438
4,19,6.0,0.20357861847669506
4,5,5.0,0.1869823780031251
5,4,5.0,0.20710570404239903
5,20,5.0,0.24933106631450747
5,6,5.0,0.28111194073991824
6,5,5.0,0.24433859918055903
6,21,5.0,0.16727540539393126
6,7,5.0,0.21767474088393027
7,6,5.0,0.16146776672256266
7,22,5.0,0.17001913188309775
7,8,6.0,0.20859573835499537
8,7,5.0,0.2171664992993909
8,23,6.0,0.18159127482215234
8,9,5.0,0.20604561552265566
9,8,6.0,0.21428835446622424
9,24,7.0,0.16343557838710024
9,10,7.0,0.24479716276239538
10,9,5.0,0.14457874034526566
10,25,5.0,0.17342155582097432
10,11,6.0,0.1914425757046191
11,10,6.0,0.2197259197856105
11,26,5.0,0.20502695226241832
11,12,6.0,0.19970562206562295
12,11,5.0,0.18899005125868007
12,27,5.0,0.24093022309836237
12,13,6.0,0.281099836518374
13,12,5.0,0.23204229018526268
13,28,6.0,0.20872339969779447
13,14,6.0,0.2442539396496306
14,13,6.0,0.15464488532127466
14,29,6.0,0.20506594675111858
15,0,5.0,0.23252662814749395
15,30,6.0,0.1925682599035665
15,16,5.0,0.17500798973464948
16,1,7.0,0.1978534001648732
16,15,5.0,0.23432304648733152
16,31,5.0,0.18130581137170648
16,17,7.0,0.1909280914182719
17,2,5.0,0.17637821975135204
17,16,5.0,0.19507128327604994
17,32,5.0,0.1718519706714894
17,18,6.0,0.2045682296376653
18,3,5.0,0.2504165158925841
18,17,5.0,0.20092879216651577
18,33,8.0,0.2385994924450281
18,19,6.0,0.23061850380242924
19,4,5.0,0.2027288945491128
19,18,6.0,0.19658957664120838
19,34,5.0,0.19445562556015306
19,20,5.0,0.18480059927739864
20,5,5.0,0.2261841921375791
20,19,5.0,0.22203092304856914
20,35,5.0,0.19510670678244404
20,21,5.0,0.2817278972409769
21,6,5.0,0.20087011521293544
21,20,6.0,0.20165566779865027
21,36,6.0,0.2362782522317141
21,22,7.0,0.18137013785606226
22,7,5.0,0.27082462717320815
22,21,5.0,0.19999191441114994
22,37,5.0,0.21999266287377772
22,23,6.0,0.25525819309331416
23,8,5.0,0.17767690484866439
23,22,5.0,0.1901929633981015
23,38,5.0,0.23162661537886692
23,24,6.0,0.22026614272372438
24,9,5.0,0.2051154928009075
24,23,5.0,0.2448838301909199
24,39,7.0,0.18216323857694147
24,25,5.0,0.17271283369631243
25,10,5.0,0.1563379866474861
25,24,8.0,0.21308158927389442
25,40,6.0,0.17245373946109066
25,26,5.0,0.2207771520206331
26,11,6.0,0.19039386958363458
26,25,7.0,0.18789727295054687
26,41,5.0,0.2024680057815893
26,27,6.0,0.1905500841524263
27,12,6.0,0.1475530908359034
27,26,5.0,0.21127616331017296
27,42,5.0,0.20035918789851254
27,28,5.0,0.22603340277428116
28,13,5.0,0.21552296158504128
28,27,6.0,0.2026533778267334
28,43,7.0,0.1806542102078366
28,29,5.0,0.17089321967889637
29,14,5.0,0.14016646504605434
29,28,6.0,0.2211155352480316
29,44,6.0,0.2236760858887244
30,15,5.0,0.23569637223670425
30,45,6.0,0.2254733722165439
30,31,5.0,0.24823970991123034
31,16,5.0,0.28558891386591656
31,30,5.0,0.18229053777056722
31,46,5.0,0.22128723568715447
31,32,6.0,0.1728972255179244
32,17,6.0,0.2233031277370668
32,31,7.0,0.21029055873098407
32,47,5.0,0.22540946890885008
32,33,5.0,0.2088683341203638
33,18,5.0,0.18369431277617965
33,32,5.0,0.17481773620156024
33,48,5.0,0.21152544594401573
33,34,5.0,0.18445215619541516
34,19,6.0,0.2171372566027349
34,33,5.0,0.20817153690818327
34,49,5.0,0.2504019171999663
34,35,5.0,0.18162046024469286
35,20,5.0,0.2178914877877116
