tail,head,u,p_fail
0,4,5.0,0.47580434123337284
0,1,9.0,0.5220113488541475
1,0,6.0,0.5976691374382163
1,5,8.0,0.5015926472409669
1,2,9.0,0.4951182616071357
2,1,5.0,0.5608903792105775
2,6,5.0,0.49539867167269475
2,3,5.0,0.4334053900130213
3,2,5.0,0.42942136466268793
3,7,7.0,0.42297729605059803
4,0,7.0,0.6661388952318932
4,8,6.0,0.49661675798931826
4,5,5.0,0.5451955600568872
5,1,5.0,0.556840560833248
5,4,7.0,0.43430986272648675
5,9,8.0,0.5494536767169799
5,6,6.0,0.4594058773062407
6,2,8.0,0.36556239613480285
6,5,8.0,0.4841286023081394
6,7,5.0,0.42553781408595875
7,3,5.0,0.47528388398979093
7,6,5.0,0.5264150701215488
8,4,5.0,0.7041483401164066
8,9,7.0,0.46416554712432956
9,5,5.0,0.48785277685853956
9,8,7.0,0.5286631294145393
