tail,head,u,p_fail
0,1,5.0,0.19634233546998212
0,14,6.0,0.18266350460597336
0,9,7.0,0.24537973015926987
1,2,6.0,0.19459267584611561
2,3,5.0,0.23542568830581476
2,82,6.0,0.24661604687043154
3,4,6.0,0.20502238511209986
3,82,5.0,0.19306160023634014
3,19,5.0,0.1974727591309714
3,37,5.0,0.19501635599138717
4,5,5.0,0.20529951690879067
4,24,6.0,0.1906318672251401
4,50,5.0,0.2393312159441981
5,6,7.0,0.18974150602190973
5,16,5.0,0.1830999974490076
5,17,5.0,0.23954008717432784
6,7,6.0,0.16925754374601495
6,26,5.0,0.1711527858573966
6,92,6.0,0.208916698552283
6,53,5.0,0.18802071970657105
6,27,6.0,0.20806129385628785
7,8,7.0,0.2471680826110831
8,9,6.0,0.24159758928067918
8,68,5.0,0.18518377211691325
9,10,5.0,0.18140278124428094
9,39,5.0,0.21157354931639177
9,84,5.0,0.2505187738379168
10,11,5.0,0.18467989376960783
10,29,6.0,0.1841429575394367
11,12,5.0,0.17035169088325242
11,65,7.0,0.19434594689003726
11,94,5.0,0.208609822463917
11,60,6.0,0.15962550101826223
12,13,6.0,0.19372995500530288
12,68,5.0,0.18769089944429074
13,14,5.0,0.21273526433127535
13,40,5.0,0.19110788976635107
13,82,5.0,0.1819509410457197
13,49,5.0,0.21298870691507352
13,30,6.0,0.18538311100121657
13,46,5.0,0.1849399391325206
13,43,5.0,0.18394055781831423
14,15,5.0,0.1673885896775365
15,16,5.0,0.19310654898426913
15,84,5.0,0.16303223131334188
16,17,5.0,0.2054371446262312
16,64,5.0,0.23610311951476343
16,65,5.0,0.25354875902849155
16,8,6.0,0.15794788134026633
17,18,5.0,0.19693773897157762
17,54,5.0,0.14428824453019484
17,77,5.0,0.1856342102250363
18,19,5.0,0.18012536520947836
18,53,5.0,0.14335442123010828
19,20,5.0,0.19608096713837253
19,48,6.0,0.14504192553722597
20,21,5.0,0.22439158111359478
20,27,5.0,0.18372464806918762
20,93,5.0,0.17896118496350988
20,79,5.0,0.16493628581249722
21,22,6.0,0.17723328661393192
21,16,5.0,0.23065746363195974
21,15,5.0,0.24472855608467148
22,23,5.0,0.21976611713790528
22,34,5.0,0.22687175435848883
22,97,5.0,0.25225539477271847
23,24,5.0,0.19486710257473694
23,67,5.0,0.19051533965604064
23,28,5.0,0.17064177161136848
23,57,5.0,0.15754899812468393
23,26,5.0,0.18137809719723896
23,82,5.0,0.22098833033486043
24,25,5.0,0.28978126679484595
24,48,6.0,0.14561748710167022
24,64,5.0,0.20851252739490939
24,61,5.0,0.2134301639187493
25,26,6.0,0.20751129396956225
25,84,5.0,0.2649100267852695
25,73,6.0,0.1757766744542424
26,27,5.0,0.20195937234444955
26,2,6.0,0.17151408908411184
26,37,5.0,0.24383402478130067
27,28,5.0,0.23413508565717686
27,55,5.0,0.2219704720090138
27,49,5.0,0.22743177669198333
28,29,5.0,0.23161432476519137
28,23,6.0,0.24102720864575256
29,30,5.0,0.21365310148593233
29,6,5.0,0.1654354417922975
29,64,5.0,0.20226019647019747
30,31,5.0,0.2390748568118949
30,86,5.0,0.2109608484113429
30,43,5.0,0.17436763248766401
30,27,5.0,0.20349146207252278
31,32,5.0,0.21198283314584693
31,75,5.0,0.15672649488459892
32,33,5.0,0.20511819335087966
32,52,6.0,0.2061265541080246
32,70,6.0,0.1815864287580783
32,15,6.0,0.2164635697510931
33,34,5.0,0.2192584791175725
33,20,5.0,0.19781524785516902
33,86,8.0,0.19563998329009386
33,60,6.0,0.15495642317732614
34,35,5.0,0.22820455797186645
34,32,6.0,0.181116599708196
35,36,6.0,0.22664260156011312
35,77,5.0,0.2302995397385817
36,37,5.0,0.182934285986908
36,42,5.0,0.2392361373207299
36,0,7.0,0.1930928647969856
36,79,7.0,0.1801232560460296
37,38,5.0,0.20326803762789206
37,73,5.0,0.1631605355730184
37,93,6.0,0.24369735602335987
37,69,7.0,0.16947218129768915
38,39,6.0,0.2002100998905666
38,97,6.0,0.1777176976778151
38,29,6.0,0.23048735868495085
39,40,5.0,0.16721088438189546
39,72,5.0,0.19995138755916975
40,41,5.0,0.21794451681500018
40,19,5.0,0.25787311650631234
41,42,7.0,0.24634908140588255
41,1,5.0,0.2056654592558468
41,0,5.0,0.22866753134090018
42,43,6.0,0.21218457342853628
42,54,5.0,0.18073281088680143
42,13,5.0,0.19485724267412424
43,44,5.0,0.15847172295405265
43,39,7.0,0.26001685447769046
44,45,5.0,0.2760590640719662
44,13,7.0,0.20751581055069704
44,35,5.0,0.19955198626267537
45,46,6.0,0.1896055815233828
45,70,5.0,0.1830809262370965
46,47,5.0,0.20660515069742993
46,27,5.0,0.2540649275619487
47,48,5.0,0.1753565351344205
47,13,5.0,0.20675770711372926
47,86,5.0,0.25209830468243144
47,32,5.0,0.15930351782324967
47,66,5.0,0.19571174092006935
48,49,5.0,0.17635830587160914
49,50,5.0,0.17344751687413273
49,20,6.0,0.2469471177607102
49,88,8.0,0.25024643520698436
50,51,7.0,0.18404442584791555
50,2,5.0,0.16770168452141224
50,19,6.0,0.19029323247396523
50,22,5.0,0.2156334354782557
51,52,5.0,0.2022544176183724
51,58,5.0,0.21093613522604426
51,28,5.0,0.2238555895233144
52,53,5.0,0.19786558368663668
52,1,5.0,0.19706225970744795
53,54,5.0,0.1677396813802476
53,63,5.0,0.2401479988710894
53,83,7.0,0.17303256402779393
54,55,5.0,0.15549155663993233
54,29,6.0,0.19756089568628327
54,59,5.0,0.2067709849356986
54,0,5.0,0.20139297479673532
54,73,5.0,0.1436691552565492
54,76,6.0,0.19270221441636876
54,82,5.0,0.17903436699573433
55,56,5.0,0.234850240605252
55,0,6.0,0.26537197141561414
55,71,5.0,0.1819289078605817
55,85,6.0,0.16039386108088538
55,25,5.0,0.1978627638374942
55,17,6.0,0.20166439128606656
56,57,5.0,0.1821412241542506
57,58,6.0,0.19327045808672536
58,59,5.0,0.19888968384603434
58,86,5.0,0.16935130829862965
58,67,5.0,0.22452027955213305
58,18,5.0,0.1866254040662925
59,60,6.0,0.2129604788468376
59,42,5.0,0.2602700656932657
59,10,6.0,0.22583571655063306
60,61,5.0,0.2608701971524996
60,67,5.0,0.18132919320845173
61,62,6.0,0.23738933698570508
61,49,5.0,0.22094193623471733
61,3,5.0,0.18435489862442556
62,63,5.0,0.18265507876578652
62,24,5.0,0.2157173216828054
62,88,5.0,0.2255588985189744
63,64,6.0,0.19260763734495817
63,83,5.0,0.19633805005360264
64,65,5.0,0.29455167420707234
64,69,5.0,0.17626136362778747
64,32,7.0,0.1655976960576908
