tail,head,u,p_fail
0,5,10.0,0.8335434173765086
0,1,8.0,0.7798481281807095
1,0,7.0,0.6560554297644418
1,6,6.0,0.8757154225113383
1,2,7.0,0.7591866578489214
2,1,7.0,0.8292058483274851
2,7,5.0,0.7000922349459404
2,3,8.0,0.8146837252321332
3,2,5.0,0.6352746325673897
3,8,5.0,0.8628127229696823
3,4,9.0,0.9751298235216073
4,3,5.0,0.9175475001779869
4,9,7.0,0.99
5,0,5.0,0.83991000992545
5,10,10.0,0.8630013400772635
5,6,6.0,0.8642321746339734
6,1,5.0,0.7011012109502004
6,5,5.0,0.99
6,11,5.0,0.927876312843385
6,7,5.0,0.7713851265274901
7,2,5.0,0.6986758957786058
7,6,6.0,0.8729149427904676
7,12,5.0,0.9098173460214716
7,8,5.0,0.8167184800803012
8,3,6.0,0.8226434750970051
8,7,5.0,0.7777414968089315
8,13,6.0,0.7996703804369618
8,9,5.0,0.9773872371840299
9,4,5.0,0.9870339248637965
9,8,6.0,0.6387960259116232
9,14,10.0,0.8168402626961886
10,5,5.0,0.6678052073296501
10,15,6.0,0.6547525708974973
10,11,5.0,0.8734969567939679
11,6,6.0,0.7051258707673779
11,10,6.0,0.4985022535926764
11,16,6.0,0.8812881338438845
11,12,6.0,0.9696478866880176
12,7,6.0,0.99
12,11,5.0,0.7538306448983945
12,17,5.0,0.99
12,13,5.0,0.5399410582957561
13,8,5.0,0.684098413481875
13,12,6.0,0.8647644289600314
13,18,6.0,0.8586332388443231
13,14,5.0,0.9752310473618704
14,9,5.0,0.9234486100156254
14,13,6.0,0.7902712371670764
14,19,10.0,0.99
15,10,6.0,0.8867686485786884
15,16,8.0,0.99
16,11,6.0,0.7090812930892961
16,15,6.0,0.836854130832602
16,17,9.0,0.750074381227526
17,12,6.0,0.9027979044459447
17,16,5.0,0.7740828448902187
17,18,8.0,0.770341480787001
18,13,5.0,0.6556573239949512
18,17,6.0,0.8378527321467163
18,19,10.0,0.945709210936533
19,14,5.0,0.9306107297811371
19,18,5.0,0.5088773016790877
