tail,head,u,p_fail
1,16,6.0,0.15416358440268663
1,35,5.0,0.1884497482504151
1,20,5.0,0.1959052862779249
2,21,5.0,0.236119195702618
3,92,5.0,0.19531031741837074
4,44,6.0,0.18787089205066398
4,62,6.0,0.21670080974960967
4,65,5.0,0.17358910399850616
5,3,9.0,0.2391287705693868
6,0,5.0,0.19630043348118698
6,77,5.0,0.21311957656390887
6,34,5.0,0.18934770860062952
6,23,5.0,0.19839076455519028
6,67,5.0,0.18656563654128447
6,8,7.0,0.17960953788424247
7,42,5.0,0.19958424480636155
7,81,5.0,0.2220343643605762
7,58,5.0,0.15894952075620106
7,52,5.0,0.19831534229055658
7,30,5.0,0.23211723600912162
8,77,5.0,0.18865213452083637
8,55,5.0,0.2350655922710692
10,63,8.0,0.2215140913365891
13,56,8.0,0.1683208189685985
14,62,6.0,0.18010275590498434
14,95,5.0,0.24373567602930352
14,73,5.0,0.23604446621009856
15,51,5.0,0.2121076244571632
15,84,5.0,0.20228441060858052
16,35,5.0,0.13852879498628157
16,53,6.0,0.19615131952097054
16,18,6.0,0.1520030888979611
16,49,5.0,0.19296863543396217
16,61,5.0,0.19611841592563772
17,95,6.0,0.19393702690544415
17,35,5.0,0.21413165061116018
18,19,5.0,0.20173533962915924
18,50,8.0,0.1646834426924886
18,37,5.0,0.1852031257683787
18,61,5.0,0.2290141706841102
19,37,5.0,0.27165989421650266
19,68,5.0,0.1678551345289928
19,73,5.0,0.21303604883588526
21,97,5.0,0.23593860707883377
22,30,5.0,0.21504589617736314
22,39,5.0,0.19392120071887134
22,79,5.0,0.2403263106647544
23,12,5.0,0.2636355068469673
23,30,5.0,0.2052236884229
23,9,5.0,0.1755915926968517
23,3,5.0,0.16097038351904253
23,15,7.0,0.22362066837008815
24,62,5.0,0.24541834001534105
24,95,5.0,0.19275954852234203
24,39,5.0,0.20095905073329276
24,83,6.0,0.19305041105976428
25,95,5.0,0.2743519341300346
26,35,6.0,0.17328420328519442
26,19,8.0,0.2245623735158544
26,98,6.0,0.18224292117585783
27,48,5.0,0.22365161781541182
27,9,5.0,0.21654813469961276
28,46,5.0,0.24157479588868622
28,93,5.0,0.19488635205108584
29,58,6.0,0.18025185799309867
29,25,5.0,0.18490140696083399
30,55,7.0,0.17230211936810336
31,44,5.0,0.23145621368067895
32,27,6.0,0.19915418940097432
32,57,5.0,0.15468548817785732
32,52,5.0,0.20779537012347538
33,31,5.0,0.18551611932615944
33,43,5.0,0.15297712663340704
34,3,5.0,0.18983305269074746
34,13,5.0,0.19710689622616875
34,61,5.0,0.18029616640180635
34,57,6.0,0.1822375804123155
35,13,5.0,0.16574082349529468
35,11,5.0,0.16469261933990997
36,18,6.0,0.26574095796516256
36,3,5.0,0.16190178453329931
36,67,5.0,0.2167784291415858
36,4,5.0,0.21354178252716194
36,88,5.0,0.19897789639327257
36,55,5.0,0.14489451670739023
37,2,5.0,0.23461878176770173
37,69,5.0,0.17742925781741137
38,52,5.0,0.2762846110816472
38,21,5.0,0.18556465149668974
38,34,5.0,0.1668763807259404
40,17,5.0,0.23785395151299038
40,73,5.0,0.1876111657164421
40,78,5.0,0.20613912699379744
40,34,6.0,0.22930076540652236
41,21,6.0,0.172082284086308
41,18,5.0,0.16264547805315543
42,68,5.0,0.19854507296214924
43,44,6.0,0.23191639917742213
43,70,5.0,0.19456163331187126
43,93,5.0,0.18783987744411024
45,38,5.0,0.24621777090531585
45,56,5.0,0.23383011201217652
45,77,5.0,0.19928214833439728
45,69,6.0,0.2753006420211498
46,70,5.0,0.1862063968054495
46,65,6.0,0.20830031022980552
47,24,5.0,0.17426155147168595
47,20,6.0,0.2188616210079642
47,67,5.0,0.23575648219501819
48,81,6.0,0.19529420055939803
49,25,5.0,0.1605969263011928
50,40,7.0,0.20876231954529603
50,71,8.0,0.19501260212941385
52,60,5.0,0.21167986866195385
52,99,5.0,0.16535510367203513
53,92,5.0,0.20954971763328759
54,82,7.0,0.17855803324186642
54,4,5.0,0.22762004840164674
55,39,5.0,0.20210269106099177
55,43,5.0,0.1935529117459166
55,85,5.0,0.203900885220117
55,49,5.0,0.22107655109538557
56,10,5.0,0.2550436646172024
56,9,5.0,0.1940137358888041
56,72,6.0,0.20629693937170535
57,39,5.0,0.17856285306849387
58,35,7.0,0.20083543930475
59,91,7.0,0.16150019466969145
59,94,7.0,0.19103564627213596
59,60,6.0,0.25086387970612145
59,47,6.0,0.20024545218859702
59,45,5.0,0.18875055388977544
59,66,7.0,0.1863527984778448
59,34,5.0,0.17408817659537826
59,69,5.0,0.2210807074344829
60,5,8.0,0.18687782839732345
61,99,5.0,0.17810673149896386
62,55,5.0,0.2600500243073613
62,97,5.0,0.23429815351359312
62,82,7.0,0.20790341935725634
62,96,5.0,0.18013583289280308
62,21,5.0,0.24507311171372598
62,13,5.0,0.2682832412585048
64,66,5.0,0.19900662595264765
65,96,6.0,0.2117023942481704
66,27,5.0,0.21685161361804278
66,1,5.0,0.24990555684318427
66,80,5.0,0.21878260843210723
66,4,6.0,0.21088674107336203
67,69,5.0,0.19216996403687409
67,95,5.0,0.18412909400608418
68,53,5.0,0.21152060112269078
68,39,5.0,0.20719606093964776
68,58,6.0,0.19154067922997475
69,12,5.0,0.17236298263473807
70,87,8.0,0.1955372489172219
70,13,5.0,0.1859620756037252
70,63,6.0,0.20477436693698264
71,6,6.0,0.2340432745952629
72,31,6.0,0.22793858561083527
74,78,6.0,0.2469388004918622
74,56,5.0,0.15143006162210917
75,4,5.0,0.24771874106893377
75,76,8.0,0.16524256418062183
75,45,5.0,0.2127236451081942
76,70,5.0,0.19690818153400128
77,65,5.0,0.21860703185735875
78,22,5.0,0.17222513451931692
79,52,5.0,0.21925700863918843
80,67,6.0,0.15220986124636615
80,86,5.0,0.23865547760296094
80,15,5.0,0.1691667293583241
80,0,6.0,0.27928751349009023
82,57,5.0,0.18276632263467646
82,1,8.0,0.1934565902750937
82,31,5.0,0.1918304153005861
83,49,6.0,0.21422034506590007
85,96,5.0,0.19283350139908795
86,63,6.0,0.18950274196685327
86,50,5.0,0.1803846721187553
87,17,8.0,0.19486578644363362
88,59,5.0,0.2335591595990315
89,36,8.0,0.18271469876103394
89,67,5.0,0.20167459087997364
89,98,6.0,0.1839882764127297
89,76,6.0,0.18895802775627868
90,96,5.0,0.20866631136243272
90,22,6.0,0.20649955689696547
90,40,5.0,0.1657688263906731
92,27,5.0,0.21136646524336183
94,46,6.0,0.19561696748711987
94,78,5.0,0.20508688076308867
94,10,6.0,0.28132966360413575
94,44,6.0,0.1994420105454333
95,26,10.0,0.1536646596230583
95,31,5.0,0.23882389413849625
96,9,5.0,0.17191431615223582
96,76,5.0,0.17864131716330195
97,52,5.0,0.18028583222816824
98,92,5.0,0.21734827000675427
99,13,5.0,0.15343105993096456
