tail,head,u,p_fail
0,440,5.0,0.5460556895862831
1,123,5.0,0.41129289241310213
1,104,5.0,0.42187064922325823
3,42,5.0,0.48089038902532644
5,125,5.0,0.41817579201452904
6,252,5.0,0.47303483027451004
7,78,6.0,0.4394719105336705
7,11,5.0,0.5366513005684173
8,249,5.0,0.5122338504425732
8,60,5.0,0.4081094311079666
9,154,5.0,0.373274013634179
9,126,8.0,0.5536634808497796
10,481,6.0,0.45143512123402907
11,381,6.0,0.5065608281256241
11,171,5.0,0.4003736763398958
12,158,5.0,0.517585582747931
12,128,5.0,0.5550548547311133
13,308,5.0,0.4578276877248399
13,28,7.0,0.5050567634124593
16,382,5.0,0.4088599161567861
18,34,5.0,0.5261487170592112
18,450,6.0,0.36681094749093807
21,244,6.0,0.6090750824484168
21,454,5.0,0.37382870447979283
23,211,5.0,0.6064314745970205
24,190,5.0,0.6054855762995465
25,332,5.0,0.4287223947178028
25,419,6.0,0.5526262395089848
26,183,5.0,0.42183530967820865
26,345,6.0,0.6546141299947645
29,201,5.0,0.4911607222248259
32,326,5.0,0.49502905609132547
32,98,5.0,0.5923326537703529
34,37,5.0,0.40450834560567045
34,476,5.0,0.5485617418754377
38,174,5.0,0.5202000940161499
38,341,6.0,0.6064542556544487
38,122,6.0,0.4638761877710527
39,475,5.0,0.4756589923809895
39,426,5.0,0.5095068080943632
39,460,6.0,0.5034225928876367
40,364,8.0,0.49113439766234696
40,88,5.0,0.5074397146745748
41,404,5.0,0.4365056493542424
41,111,5.0,0.5075466403584481
43,263,5.0,0.42242285215439285
44,24,5.0,0.3699011334185681
45,403,5.0,0.47650462030207763
45,161,5.0,0.41061902281848345
45,416,5.0,0.6260601885300309
46,453,5.0,0.3823691256681548
48,92,8.0,0.541204490053885
48,389,6.0,0.4486426573958898
50,15,5.0,0.4621257546686206
50,93,5.0,0.4336297554084828
50,41,5.0,0.5419223460818993
51,464,5.0,0.4834788893147959
54,40,5.0,0.55997733760437
54,243,5.0,0.5287100289098203
55,299,6.0,0.4757479666750754
55,432,5.0,0.5778717915249799
55,67,6.0,0.45278070040831525
56,359,5.0,0.5374526350451504
57,346,6.0,0.38000474549221247
57,243,5.0,0.3901090620432079
57,363,7.0,0.6259736587545064
57,330,6.0,0.5698343609780059
61,13,6.0,0.4684675894904586
61,25,5.0,0.5436240854676019
61,6,5.0,0.5194961709738739
61,200,5.0,0.519969167992736
63,130,5.0,0.45812504972197965
63,176,5.0,0.5409731147257909
64,239,6.0,0.44211873826949466
64,403,5.0,0.501185208029294
65,76,5.0,0.554350486805617
65,146,5.0,0.508044199139298
66,240,5.0,0.5814050859326132
66,465,5.0,0.4675862636828557
66,397,6.0,0.5510276666783336
68,260,5.0,0.4152575832168317
68,424,5.0,0.40757474241207897
69,401,5.0,0.5413670554596981
70,303,6.0,0.6773908406339009
70,263,5.0,0.48877688399823976
70,154,5.0,0.447249454178787
73,78,5.0,0.48803878716065235
74,369,5.0,0.5395273550979705
76,25,5.0,0.5971919497633624
77,421,5.0,0.5213817751032778
79,432,5.0,0.5070240091409
79,199,5.0,0.6360610368003514
83,444,5.0,0.43477912414298364
84,45,5.0,0.4946060598153382
87,499,5.0,0.5160855092158384
88,259,5.0,0.5939834914350205
89,121,5.0,0.40155428717463715
89,448,5.0,0.5466475794252893
90,179,5.0,0.45584609537803666
91,132,5.0,0.5342867169177833
91,308,5.0,0.41476747321100144
97,214,5.0,0.4205742740792637
97,257,5.0,0.4482830423823241
98,53,5.0,0.5026975419008161
99,113,5.0,0.4879783093389894
99,357,6.0,0.5876550670158348
99,191,5.0,0.5158458311901524
100,175,5.0,0.6180521833943149
101,354,5.0,0.487770114699234
103,88,5.0,0.5938271813421454
103,326,6.0,0.7196044735484233
103,417,6.0,0.5416960615864466
104,332,6.0,0.6828410493311519
106,342,5.0,0.5759520872111074
108,299,5.0,0.3913180466839431
109,250,5.0,0.5583020382658085
110,357,5.0,0.42200863719275933
110,311,7.0,0.5066921737043041
110,3,6.0,0.4722683268412275
113,378,5.0,0.5515899604505421
115,484,5.0,0.5105387035233241
115,47,5.0,0.5814500548399149
118,232,5.0,0.5052886013253833
121,436,5.0,0.4611546729484194
121,23,5.0,0.5447592342100459
122,5,5.0,0.4273171615452754
122,47,6.0,0.5773903340524487
123,286,5.0,0.44597940639519673
124,166,6.0,0.49739309990567454
125,90,5.0,0.5900087066067119
126,78,6.0,0.5199395439910875
126,439,10.0,0.44317370304167514
126,117,5.0,0.4917546090564042
127,418,5.0,0.43613251819435406
128,175,5.0,0.4971049664169757
128,161,7.0,0.538536095064003
129,482,5.0,0.5736175319559005
129,477,8.0,0.4600419987971347
130,80,5.0,0.5149173137310397
130,73,5.0,0.4132087349962727
131,42,5.0,0.4819110097043952
131,81,6.0,0.5053748427494997
131,102,5.0,0.43892184387694966
131,414,5.0,0.5037075246861776
132,263,5.0,0.4874282678548476
134,20,5.0,0.509238608824219
139,168,5.0,0.46425857179290525
139,116,5.0,0.468365941913023
140,1,5.0,0.49951955833242884
140,144,7.0,0.5702154941113908
141,375,5.0,0.5458588162457547
141,396,6.0,0.4447730603151343
142,251,7.0,0.376585022860741
142,273,5.0,0.545725742953536
143,151,5.0,0.5284551282456569
144,106,6.0,0.5315002798815245
144,338,6.0,0.5592941786218374
145,257,5.0,0.6600486992891621
146,204,5.0,0.4545984709773852
147,474,5.0,0.5518780047229394
148,344,5.0,0.4538695051187745
149,37,5.0,0.48414585433775026
149,227,5.0,0.6028142647878435
149,473,5.0,0.5469684619505583
152,49,5.0,0.5966604201234076
152,10,5.0,0.5477295853185655
155,189,5.0,0.5946794875518876
155,469,8.0,0.4560209067780223
155,255,5.0,0.538153469858129
156,364,5.0,0.5564508803195795
157,425,5.0,0.49071154726911326
158,448,5.0,0.5762437303367283
158,297,7.0,0.47638534033864566
158,462,6.0,0.5558617092378811
160,228,5.0,0.6895724399194917
160,178,5.0,0.4901717375720714
160,206,5.0,0.5157139099782005
161,450,5.0,0.43426961963480654
161,87,5.0,0.4839440022385266
161,267,5.0,0.5058843298767408
163,2,6.0,0.7788990936300745
164,400,7.0,0.5150070869257711
164,297,5.0,0.4732062217190858
164,217,5.0,0.528956706122761
164,204,6.0,0.5233939701734207
164,170,5.0,0.4578629608998257
165,419,6.0,0.43546645642101145
165,360,5.0,0.40157468209281616
165,205,5.0,0.45285621560935946
167,393,5.0,0.4856377081922905
168,384,5.0,0.425395690025599
168,167,6.0,0.3999629030253778
168,355,5.0,0.42474207206048653
170,240,5.0,0.4546776600194065
170,460,5.0,0.5279296745997609
170,31,5.0,0.4517721736478504
170,17,5.0,0.5551288593443658
172,398,5.0,0.4283736347032256
173,339,7.0,0.45558524909777504
173,316,5.0,0.46792815688257944
175,428,5.0,0.3684524607012184
175,85,6.0,0.4150173926106956
175,79,6.0,0.37992616743039076
177,320,5.0,0.49639933414227405
177,13,6.0,0.4659886238582964
178,472,5.0,0.6419105174828474
179,421,6.0,0.5166436762839454
179,487,5.0,0.6436320837616071
180,9,10.0,0.4147771619271443
180,325,5.0,0.5021841442005508
183,303,5.0,0.4420245802791261
183,161,5.0,0.5161444966704712
183,140,5.0,0.43856932790482817
185,327,5.0,0.5217239187167962
186,304,5.0,0.5390687260565494
187,415,5.0,0.4853658376601282
187,142,5.0,0.548435251210473
188,232,5.0,0.5523731418033748
189,170,6.0,0.4825016013600667
190,377,5.0,0.4551478600280413
190,285,5.0,0.46325468946855297
191,304,5.0,0.49488531041284145
191,230,5.0,0.652139930865436
192,491,6.0,0.46985764641288585
192,434,5.0,0.47885323298371946
192,425,5.0,0.6127966196243215
192,139,5.0,0.5167844792785188
192,118,5.0,0.6142623840260442
192,476,5.0,0.5324610805233431
193,365,5.0,0.42140337006832024
193,358,5.0,0.5493184694333406
194,404,5.0,0.3963881121748398
194,366,5.0,0.44342028221912627
195,89,6.0,0.48567795149400156
196,25,5.0,0.6344865947840415
197,58,5.0,0.3902521821562704
197,312,5.0,0.46080612030201085
197,484,5.0,0.43423680089054023
198,313,5.0,0.4834046970855291
199,156,5.0,0.5123069801973378
201,295,5.0,0.39716706518226114
203,380,5.0,0.48157717416904205
203,3,5.0,0.5251866311087852
203,33,5.0,0.4734761428117603
204,367,7.0,0.5576177110065424
204,132,5.0,0.40496729904746603
204,112,6.0,0.5223077267109822
207,273,5.0,0.5265226898754336
210,266,5.0,0.5196078061339987
213,119,5.0,0.5572847186170033
213,4,5.0,0.6162704644582715
215,334,5.0,0.49151424864787036
216,133,5.0,0.6255169201941064
217,257,5.0,0.5448715401330113
219,141,5.0,0.510945777628246
219,343,6.0,0.543940498020041
220,401,6.0,0.35165306572458177
221,480,5.0,0.46779382475204634
222,387,5.0,0.48164298197888783
223,272,5.0,0.5228100645891962
224,262,6.0,0.6389240003994691
224,132,6.0,0.5443442353652614
225,160,5.0,0.4160354690122549
225,231,5.0,0.4188305942849115
225,137,5.0,0.7898633262921947
226,43,5.0,0.5349876268721808
226,209,5.0,0.5178895196093586
226,336,5.0,0.39039741264050487
227,346,5.0,0.4626404318163388
227,182,6.0,0.5023859176375443
228,308,5.0,0.3740957889253448
229,250,6.0,0.559567500070773
230,53,5.0,0.5193845644719002
231,473,5.0,0.4440384349652206
231,123,5.0,0.5084218894144745
232,461,7.0,0.422866055846835
233,152,5.0,0.5162642004393965
233,75,6.0,0.3799292769855726
234,276,5.0,0.469736663451724
235,149,6.0,0.5863103242318042
236,350,5.0,0.4242377983220315
237,488,5.0,0.5058766425396114
237,450,5.0,0.4526271072578427
237,16,5.0,0.5794243350342752
237,105,6.0,0.6109862937031446
238,183,5.0,0.7020397071204902
238,202,5.0,0.3943698564107414
239,148,5.0,0.6180089908706677
239,94,5.0,0.4737054779870378
241,331,6.0,0.44221190621519424
241,468,6.0,0.5667572460635549
242,15,6.0,0.4186042480471761
243,35,5.0,0.5912701958633927
243,104,6.0,0.5418877131070503
243,130,5.0,0.5259620595232013
244,322,5.0,0.42741996852553477
244,101,7.0,0.5015689906918398
247,115,5.0,0.5791928810870888
248,46,6.0,0.6475924094074686
248,340,5.0,0.4221979751089602
253,108,5.0,0.5128943244609411
254,390,6.0,0.5982144818767154
256,48,5.0,0.5036592390788697
257,50,6.0,0.39511281042003255
258,284,5.0,0.4709523776975801
258,326,6.0,0.42042337717098055
258,9,5.0,0.4957982091780943
261,254,5.0,0.6014016990611504
264,74,5.0,0.45678548312780815
265,370,7.0,0.46627517292592446
266,148,6.0,0.42686307384817174
266,391,5.0,0.3972779105272522
269,280,6.0,0.5994580572023785
270,485,5.0,0.4787928970274215
270,48,6.0,0.4653291457855598
270,233,6.0,0.3626097924964244
271,236,5.0,0.4685763363435475
274,328,5.0,0.48121724574046254
274,323,5.0,0.5042453855323678
275,155,6.0,0.4393839317050585
275,264,6.0,0.44630120584137645
278,214,5.0,0.4585811487551875
278,138,5.0,0.4830755011667898
279,382,5.0,0.4783731631659447
279,162,5.0,0.38452294533597076
280,180,5.0,0.5168309854096531
280,471,6.0,0.4282437817402633
282,313,5.0,0.5142988920403992
283,155,5.0,0.4749747285322625
283,39,5.0,0.5010881703107187
284,250,5.0,0.6147474220504492
284,96,6.0,0.3872223557825515
285,69,5.0,0.5713413956208244
287,154,5.0,0.5717393179670086
288,123,5.0,0.3487987051631569
290,461,5.0,0.5079607379516585
290,228,5.0,0.6506266472554154
291,180,6.0,0.5209299705601113
291,399,5.0,0.41912958614233414
291,498,5.0,0.418667433048538
293,31,5.0,0.5150448024444537
293,268,5.0,0.4428809264155778
294,225,5.0,0.3926208814596555
295,281,5.0,0.6616435564582926
296,153,5.0,0.580082093833683
296,478,5.0,0.5948427978360434
296,356,5.0,0.6034243508415796
297,201,5.0,0.5962706029164727
298,423,5.0,0.4662728664666882
298,97,5.0,0.32651828426088697
299,147,5.0,0.5234468398391183
299,127,5.0,0.607579233991302
300,469,5.0,0.5780568930655836
300,442,5.0,0.5517492126752415
301,26,5.0,0.4652891075362791
301,156,5.0,0.44440243075134306
302,413,5.0,0.4257548734902012
302,332,5.0,0.45791248728078987
304,208,5.0,0.48416842432302765
305,381,5.0,0.4961245073526598
306,217,5.0,0.5237365152297883
306,159,5.0,0.5493740843929532
307,230,6.0,0.5417482578184352
307,184,5.0,0.4042020756564981
308,82,5.0,0.5642990542060226
308,303,5.0,0.5083042223423524
308,410,5.0,0.4499466024228611
310,418,5.0,0.377731151383918
310,268,5.0,0.580035842328862
310,139,5.0,0.5629569496518902
