tail,head,u,p_fail
0,1,7.0,0.8293815020299337
0,5,5.0,0.8562542864904675
0,6,5.0,0.7036505249778826
0,7,5.0,0.7952465973308733
1,2,5.0,0.781436510136942
1,0,5.0,0.5689400739981463
1,9,6.0,0.8352744153304933
1,5,6.0,0.6111794851212522
1,4,5.0,0.79655316932518
2,3,5.0,0.6413147099812814
2,5,5.0,0.99
2,6,5.0,0.8401253178362307
3,4,5.0,0.9103374634748747
3,5,5.0,0.9182438134261894
3,7,7.0,0.6558541442062998
3,0,6.0,0.5681258041770204
4,5,5.0,0.7614123049271241
4,7,6.0,0.9152380448496834
4,6,5.0,0.8109990675850081
4,8,5.0,0.9000286217197652
4,3,5.0,0.9206745552655392
5,6,6.0,0.639541915160227
5,4,5.0,0.8352777349273852
5,3,6.0,0.99
5,2,5.0,0.7343838757612643
6,7,5.0,0.5900757442870105
6,4,5.0,0.772649907288637
6,9,5.0,0.7461386340717499
6,8,6.0,0.8518145859831834
7,8,5.0,0.6997693477061993
7,0,5.0,0.8109604156560976
7,2,5.0,0.5736383158822916
7,5,5.0,0.909328334851897
8,9,10.0,0.99
8,3,5.0,0.9719393153526759
8,4,6.0,0.6373566435637765
9,0,5.0,0.8392353285184644
9,2,5.0,0.5113305228876616
9,5,6.0,0.8347143879132677
9,8,5.0,0.792313939780173
