tail,head,u,p_fail
0,10,5.0,0.8858603423118883
0,1,6.0,0.99
1,0,6.0,0.8312265890521804
1,11,5.0,0.99
1,2,5.0,0.7666052758910631
2,1,5.0,0.9322001487067922
2,12,5.0,0.6604888903710461
2,3,5.0,0.9637218931134325
3,2,6.0,0.5997440624942666
3,13,6.0,0.8459555165610362
3,4,6.0,0.793677364848582
4,3,5.0,0.6861124197887638
4,14,6.0,0.6008944369918086
4,5,5.0,0.9679546542272089
5,4,5.0,0.8564145351412883
5,15,6.0,0.8531838268259953
5,6,5.0,0.8577802521132849
6,5,5.0,0.6882174586090121
6,16,5.0,0.7518142637829269
6,7,5.0,0.879986685253638
7,6,5.0,0.8466264016131323
7,17,9.0,0.6675316954893713
7,8,5.0,0.8351116872688161
8,7,5.0,0.7330873428103937
8,18,5.0,0.8496152036326967
8,9,5.0,0.99
9,8,5.0,0.7492744608899795
9,19,5.0,0.7883556773370991
10,0,5.0,0.7526019322361123
10,20,6.0,0.797224601053746
10,11,6.0,0.9104033949509445
11,1,5.0,0.7895501939192354
11,10,5.0,0.8068597156657328
11,21,5.0,0.7417846469090877
11,12,5.0,0.6330794472198215
12,2,5.0,0.8489250636502282
12,11,5.0,0.7395701592099786
12,22,6.0,0.8294439423190684
12,13,5.0,0.99
13,3,6.0,0.6347282124607433
13,12,5.0,0.633697543243818
13,23,7.0,0.6456885120160744
13,14,5.0,0.8913887418678951
14,4,6.0,0.7844550099550568
14,13,6.0,0.7458474283995683
14,24,5.0,0.8189845515277479
14,15,6.0,0.7167712163362427
15,5,5.0,0.7888251658996959
15,14,6.0,0.5769874275588193
15,25,6.0,0.8658320065766842
15,16,6.0,0.7169395911517491
16,6,5.0,0.8165468174814011
16,15,6.0,0.811402787324054
16,26,5.0,0.6668044014488298
16,17,5.0,0.99
17,7,5.0,0.6933388843152615
17,16,8.0,0.6523070912610129
17,27,5.0,0.6196419957244795
17,18,6.0,0.6383671087801925
18,8,5.0,0.8789882525864439
18,17,5.0,0.7450124297354187
18,28,5.0,0.99
18,19,5.0,0.7935294503342882
19,9,7.0,0.8968115906792153
19,18,5.0,0.8357230453180542
19,29,5.0,0.7555303498436654
20,10,5.0,0.8295113439623549
20,30,5.0,0.6189911948602721
20,21,6.0,0.8530699299846699
21,11,6.0,0.8298090227725651
21,20,5.0,0.7115761253973495
21,31,5.0,0.7911730363680027
21,22,5.0,0.7194828085768868
22,12,5.0,0.922944332370294
22,21,8.0,0.7882217837396581
22,32,5.0,0.6026000231124534
22,23,5.0,0.8340384803917145
23,13,5.0,0.7929846731924486
23,22,5.0,0.9401295238880512
23,33,5.0,0.7048507173736788
23,24,5.0,0.6533115759594912
24,14,5.0,0.8505500299372987
24,23,5.0,0.8323775583699368
24,34,5.0,0.6896951290691069
24,25,5.0,0.99
25,15,7.0,0.99
25,24,6.0,0.8519868263833352
25,35,6.0,0.5023256458723964
25,26,5.0,0.7912375541819413
26,16,5.0,0.7305975957156426
26,25,5.0,0.9247619167626763
26,36,5.0,0.6177447197889163
26,27,5.0,0.6774087389529515
27,17,6.0,0.6196826273567901
27,26,6.0,0.8852306322373791
27,37,5.0,0.8312524065941753
27,28,7.0,0.970713967432732
28,18,5.0,0.9210791975515273
28,27,7.0,0.8039486212127033
28,38,6.0,0.9002038550473129
28,29,5.0,0.99
29,19,5.0,0.7427068573725147
29,28,5.0,0.9098330663659816
29,39,6.0,0.7413712169482785
30,20,5.0,0.6294232826165695
30,40,5.0,0.8836212651973361
30,31,5.0,0.5459226696686251
31,21,5.0,0.6768778671419713
31,30,5.0,0.9020495350905149
31,41,5.0,0.7875607518348062
31,32,5.0,0.9095260547205504
32,22,5.0,0.9146281896925914
32,31,5.0,0.714601397418686
32,42,5.0,0.8622062906787866
32,33,5.0,0.9051216842551922
33,23,5.0,0.7653115401608773
33,32,5.0,0.8102398871799729
33,43,6.0,0.9007917726139317
33,34,5.0,0.6385635506583577
34,24,5.0,0.7865647041558206
34,33,5.0,0.9392982673268776
34,44,6.0,0.8538345518842457
34,35,5.0,0.7316640105978561
35,25,5.0,0.6453688173959234
35,34,5.0,0.9278602552732782
35,45,5.0,0.710583482568322
35,36,6.0,0.7508183892636788
36,26,5.0,0.9163085998903517
36,35,7.0,0.6888765305944426
36,46,5.0,0.8375150474297188
36,37,5.0,0.6462008768087139
37,27,6.0,0.5567666242572833
37,36,6.0,0.9673835693727146
37,47,5.0,0.9073200941187789
37,38,6.0,0.7364533680186968
38,28,5.0,0.99
38,37,6.0,0.8148855790436837
38,48,5.0,0.7041506417091048
38,39,5.0,0.7476130766891231
39,29,5.0,0.7138282507961536
39,38,5.0,0.7095116632800518
39,49,5.0,0.647954786873439
40,30,5.0,0.7243028541105305
40,50,5.0,0.7224350717880742
40,41,5.0,0.6240532602884002
41,31,5.0,0.7154492296671646
41,40,6.0,0.99
41,51,5.0,0.7163828399588259
41,42,5.0,0.5923094746752912
42,32,6.0,0.9418655999210963
42,41,7.0,0.5695582042748439
42,52,5.0,0.8438133816200092
42,43,5.0,0.7295642454336849
43,33,5.0,0.7878150780607701
43,42,8.0,0.99
43,53,5.0,0.7028432172769653
43,44,5.0,0.9430607803679187
44,34,8.0,0.836752050649868
44,43,5.0,0.7382084700983474
44,54,5.0,0.9317184611283209
44,45,5.0,0.6128317882776209
45,35,5.0,0.9107725479538202
45,44,6.0,0.6324693720545935
45,55,5.0,0.939970520008299
45,46,6.0,0.99
46,36,5.0,0.662577672140136
46,45,5.0,0.828370162950813
46,56,5.0,0.8840468708047159
46,47,8.0,0.7421766248961621
47,37,5.0,0.6666141900674786
47,46,6.0,0.7428164850806658
47,57,5.0,0.8594867731258511
47,48,5.0,0.7887821994318838
48,38,6.0,0.7936021670701873
48,47,6.0,0.6865276131180423
48,58,5.0,0.7309442719610725
48,49,5.0,0.8374881339956423
49,39,5.0,0.8977960290052253
49,48,5.0,0.8375471579087146
49,59,5.0,0.7741135218189428
50,40,5.0,0.875197682501958
50,60,5.0,0.8422667897128241
50,51,5.0,0.8651982690940931
51,41,5.0,0.9677388872603448
51,50,5.0,0.7081237518324441
51,61,5.0,0.8659317645183718
51,52,5.0,0.99
52,42,5.0,0.99
52,51,5.0,0.99
52,62,6.0,0.99
52,53,5.0,0.6536952617339389
53,43,5.0,0.843064460022964
53,52,5.0,0.8510491426143179
53,63,5.0,0.8459415357871886
53,54,5.0,0.860513387701618
54,44,6.0,0.820986814147445
54,53,5.0,0.7077989921374481
54,64,5.0,0.8790169944953079
54,55,5.0,0.8729089993934859
55,45,5.0,0.9214626265107818
55,54,5.0,0.7321447534999826
55,65,5.0,0.9005855704832423
55,56,6.0,0.8588780031574323
56,46,5.0,0.8134958846995265
56,55,5.0,0.7957121759407122
56,66,6.0,0.917662264575874
56,57,5.0,0.99
57,47,6.0,0.7980924036440911
57,56,5.0,0.692903151507055
57,67,6.0,0.9287892705618639
57,58,5.0,0.803293519234861
58,48,6.0,0.667213542546186
58,57,5.0,0.8522411803639136
58,68,6.0,0.99
58,59,5.0,0.9247812151640473
59,49,5.0,0.71834002114794
59,58,6.0,0.8943569333117456
59,69,6.0,0.8381111475970171
60,50,5.0,0.9424414938145272
60,70,6.0,0.7885296950504157
60,61,5.0,0.8894545459665993
61,51,5.0,0.6208285405840954
61,60,5.0,0.99
61,71,6.0,0.6927966746783515
61,62,5.0,0.7373424432223574
62,52,5.0,0.6699337873974782
62,61,5.0,0.7568673388036324
62,72,5.0,0.7759263457788115
62,63,5.0,0.8214431029855214
63,53,8.0,0.99
63,62,5.0,0.6182272798714448
63,73,6.0,0.9380756818536192
63,64,7.0,0.6874260231667549
64,54,6.0,0.8368724020405556
64,63,7.0,0.9262214967110518
64,74,7.0,0.7538445569814853
64,65,5.0,0.7645980406813035
65,55,6.0,0.7485803355558072
65,64,5.0,0.8832769056079958
65,75,5.0,0.99
65,66,5.0,0.8210074582311103
66,56,5.0,0.8376864886201683
66,65,5.0,0.6217130730162301
66,76,7.0,0.8717289886061205
66,67,6.0,0.7381436641532191
67,57,5.0,0.9125975048839017
67,66,5.0,0.888444549650515
67,77,5.0,0.8699164745285372
67,68,5.0,0.7885675187689651
68,58,5.0,0.7851726527437441
68,67,5.0,0.7401833975974774
68,78,5.0,0.6322389941766656
68,69,5.0,0.7053858328498475
69,59,5.0,0.99
69,68,7.0,0.7536134658176294
69,79,7.0,0.6812616548607134
70,60,6.0,0.8828813814556775
70,80,6.0,0.6702463013528966
70,71,5.0,0.8429394365838176
71,61,5.0,0.8779100991368184
71,70,5.0,0.9026244842103435
71,81,5.0,0.712838061246264
71,72,6.0,0.8910555514746076
72,62,6.0,0.7031656697963213
72,71,5.0,0.7295406044043697
72,82,5.0,0.8641045125639487
72,73,7.0,0.8125565594932008
73,63,5.0,0.8129326332068652
73,72,5.0,0.7199593246545072
73,83,5.0,0.7500035538962181
73,74,5.0,0.6808785434545774
74,64,5.0,0.9834153798393128
74,73,5.0,0.7941214935470079
74,84,5.0,0.99
74,75,5.0,0.7016159325465096
75,65,7.0,0.8280410254913163
75,74,6.0,0.5703422331900453
75,85,5.0,0.6484206649516354
75,76,5.0,0.99
76,66,5.0,0.8477162667602536
76,75,5.0,0.99
76,86,5.0,0.7828392041035908
76,77,5.0,0.8199263977468881
77,67,5.0,0.8850311963638975
77,76,5.0,0.99
77,87,5.0,0.7067976481017337
77,78,6.0,0.9318164353876549
78,68,5.0,0.9604098997974607
78,77,5.0,0.7186329421450113
78,88,7.0,0.6240580607657068
78,79,5.0,0.6291944916578336
79,69,5.0,0.7639952422235569
79,78,5.0,0.99
79,89,10.0,0.6662217397369887
80,70,5.0,0.7488641355848739
80,90,5.0,0.7575634566013192
80,81,5.0,0.8901768128652491
81,71,5.0,0.9045206562594729
81,80,5.0,0.8680210165918828
81,91,5.0,0.7117727451671639
81,82,6.0,0.6253884777773631
82,72,5.0,0.8233239639900813
82,81,6.0,0.7863649207555348
82,92,5.0,0.9128600581082319
82,83,7.0,0.99
83,73,5.0,0.8552666774449572
83,82,5.0,0.7862718379147253
83,93,6.0,0.8609197155306598
83,84,5.0,0.99
84,74,5.0,0.7117307814076373
84,83,6.0,0.8802539483925532
84,94,6.0,0.9195745935073154
84,85,5.0,0.8691924923005745
85,75,5.0,0.8979196191792836
85,84,5.0,0.7213172700193865
85,95,5.0,0.9729254348136975
85,86,5.0,0.7187209223430253
86,76,5.0,0.9115725157187328
86,85,5.0,0.8079744023488763
86,96,5.0,0.7460285189575886
86,87,5.0,0.99
87,77,6.0,0.8493488045787072
87,86,5.0,0.99
87,97,7.0,0.99
87,88,5.0,0.781807665222688
88,78,5.0,0.8982730009590064
88,87,5.0,0.7149863021989122
88,98,5.0,0.8827639240214226
88,89,5.0,0.8304107297140464
89,79,5.0,0.99
89,88,5.0,0.9022276631347286
89,99,10.0,0.8193576220554544
90,80,5.0,0.8239957827170271
90,91,5.0,0.8428496354680357
91,81,5.0,0.8516253163290172
91,90,5.0,0.7303943661652015
91,92,5.0,0.8621405482454197
92,82,6.0,0.8322347360483682
92,91,6.0,0.6853868520119333
92,93,7.0,0.8686783408973409
93,83,6.0,0.8298909694955521
93,92,5.0,0.9815822578590216
93,94,6.0,0.7497732359440851
94,84,5.0,0.7335607048658855
94,93,5.0,0.8574894361023923
94,95,5.0,0.7508803324876079
95,85,5.0,0.8397544804944772
95,94,6.0,0.7585440101135498
95,96,5.0,0.7854312174045883
96,86,6.0,0.7154369437652357
96,95,5.0,0.8260949749068998
96,97,5.0,0.9407889942882677
97,87,5.0,0.7491199533885584
97,96,5.0,0.6712981870112065
97,98,5.0,0.884864534457046
98,88,5.0,0.761806445289746
98,97,6.0,0.7061036640226913
98,99,5.0,0.8328743679313858
99,89,5.0,0.6199695233614168
99,98,7.0,0.7789044009915862
