tail,head,u,p_fail
0,11,5.0,0.2189554064657636
0,10,5.0,0.19762580101825772
0,13,5.0,0.19376119802738406
0,2,5.0,0.15596898211492058
1,15,5.0,0.1596783298379706
1,4,6.0,0.1371398829195438
2,18,8.0,0.19693489893390725
2,11,6.0,0.22111915540166144
3,2,5.0,0.21864813322789384
3,0,5.0,0.1976704531286192
3,4,5.0,0.17012040367903764
3,10,5.0,0.19973073254156212
4,11,5.0,0.20007079255571658
4,13,5.0,0.2223338869524934
5,15,5.0,0.22434779082562528
5,17,7.0,0.1921702803578388
5,19,5.0,0.19896214124942446
6,3,5.0,0.22201532908338206
6,8,5.0,0.2141968912645139
6,15,5.0,0.19494396024074956
6,2,5.0,0.1444631693556853
7,15,5.0,0.18100783934665626
7,10,5.0,0.22681264275604948
7,17,5.0,0.2045457279522298
8,3,7.0,0.2307405632585486
9,2,6.0,0.1899063530173445
9,11,5.0,0.2024226744987505
10,2,5.0,0.22528044672110104
11,17,8.0,0.22173677726356544
12,14,6.0,0.2121025313491602
12,3,5.0,0.2354847455065192
12,6,5.0,0.24435305576407249
12,7,6.0,0.24637857310189132
12,11,5.0,0.1561107086802423
12,8,5.0,0.18592987368913275
12,19,5.0,0.19038190785045142
12,17,5.0,0.18935529463715503
14,4,5.0,0.1564404159923041
14,5,5.0,0.2431030505860169
14,7,5.0,0.17210789791227843
14,19,5.0,0.20300736442637912
14,16,5.0,0.13944684073335886
14,8,5.0,0.1853519214617959
15,16,5.0,0.1924064290347527
15,13,9.0,0.1738055298074351
15,9,5.0,0.22332518450658045
15,8,6.0,0.2858279440654583
15,17,5.0,0.1753844053708403
15,10,5.0,0.17565746408981558
16,9,5.0,0.2601062212278976
16,8,5.0,0.21759238896486763
16,18,5.0,0.19073847756176138
17,13,10.0,0.16507234526700965
18,11,5.0,0.22323273201324173
18,4,6.0,0.20649809108954087
19,10,5.0,0.25244524699042414
19,15,6.0,0.17550623152455747
19,8,5.0,0.19486035203106744
19,6,5.0,0.1909720453973523
19,4,5.0,0.19359970999257212
