tail,head,u,p_fail
0,1,10.0,0.24337408366350666
1,2,9.0,0.21096900294979806
2,3,10.0,0.22383238947117132
3,4,7.0,0.18290323061631608
3,88,5.0,0.20172916675603406
4,5,5.0,0.1768946500989439
4,193,5.0,0.2846566271147157
4,62,6.0,0.22591228433170707
4,12,5.0,0.19293367097842837
4,176,5.0,0.2622108340044948
5,6,5.0,0.19237169617689262
5,160,5.0,0.22032087961350855
6,7,5.0,0.2270490659054436
6,103,6.0,0.264230187013125
6,122,5.0,0.2177897026528066
6,106,5.0,0.20135717868881275
7,8,5.0,0.16902755605828146
8,9,5.0,0.24987938646799868
8,98,5.0,0.26060379295698094
8,35,5.0,0.16904277305216014
9,10,5.0,0.1565412512550355
9,179,5.0,0.27497106974518953
10,11,5.0,0.15086547892819258
10,61,6.0,0.18012658970034776
11,12,5.0,0.19364184065781354
12,13,5.0,0.23746909366672808
12,107,5.0,0.23844685621254383
12,78,5.0,0.15363007791758254
13,14,6.0,0.30428494761886604
14,15,5.0,0.21033411888299103
14,88,5.0,0.15284588645035946
15,16,6.0,0.15808911771802267
16,17,5.0,0.17724237525412287
16,180,5.0,0.2003788988767488
17,18,6.0,0.23426214254545782
18,19,5.0,0.21596453641246055
18,87,5.0,0.24369797975784324
18,198,6.0,0.1877829695925806
19,20,5.0,0.21801718907123582
19,102,5.0,0.23789550273094195
19,38,5.0,0.18787768600088495
20,21,5.0,0.1834802632322336
20,73,5.0,0.18851857384890422
21,22,5.0,0.14345072930933106
22,23,5.0,0.23567036282784604
22,127,5.0,0.187318277950126
23,24,5.0,0.2214469745581425
24,25,5.0,0.2321963130804106
24,5,5.0,0.18174025266732166
25,26,6.0,0.1680663162757322
26,27,7.0,0.23815136205898188
26,38,5.0,0.14672058146599096
26,11,5.0,0.2093857953655657
26,62,5.0,0.1628408516551831
27,28,5.0,0.18562302683930565
28,29,5.0,0.17107099186711128
28,47,5.0,0.17627353055663672
29,30,5.0,0.20096636167120888
29,87,5.0,0.2161460590523947
30,31,5.0,0.19579451593645794
30,81,5.0,0.19403668709423538
30,104,5.0,0.1985742946304056
30,197,5.0,0.20087374593294627
31,32,5.0,0.23577929182631815
31,16,5.0,0.21439884248002966
31,131,5.0,0.23520139190885808
32,33,6.0,0.2165775717289261
32,102,5.0,0.22335171676864235
32,115,6.0,0.24209697651503714
33,34,5.0,0.20737684565425393
33,140,6.0,0.17590374720642066
33,157,5.0,0.22011586655002657
34,35,7.0,0.20853928643956
35,36,5.0,0.2325623090596679
36,37,5.0,0.24213194821240713
36,26,6.0,0.17069611788145186
36,23,6.0,0.1904832625963716
37,38,5.0,0.1888698064436111
37,48,5.0,0.19803524059570518
37,171,5.0,0.19732323129476798
38,39,5.0,0.17684126457166324
38,47,5.0,0.23625480264319387
38,91,5.0,0.2137637110913227
38,144,5.0,0.21450687333169635
38,52,5.0,0.23591141445910352
39,40,5.0,0.22275872819700698
40,41,5.0,0.1978006365613583
40,182,5.0,0.21165201090044472
41,42,5.0,0.21111252388866597
42,43,9.0,0.20536147582471076
42,194,6.0,0.19328713240774678
43,44,7.0,0.15762074332840453
44,45,5.0,0.18607447992798445
44,63,5.0,0.1833529994322679
44,80,5.0,0.2635547980444221
45,46,5.0,0.19228815374464955
46,47,5.0,0.16866007301931063
46,146,6.0,0.22349697318700934
46,169,6.0,0.20478856693119993
47,48,5.0,0.15948542804273844
48,49,6.0,0.17869701700264606
49,50,5.0,0.21996571806140622
50,51,5.0,0.19413853501410883
51,52,5.0,0.1929340477589889
51,2,5.0,0.22593439123653627
52,53,5.0,0.22530419212108777
52,147,5.0,0.22428633446435625
53,54,5.0,0.2552360941481594
54,55,5.0,0.19157887685475447
55,56,5.0,0.16819771756870391
55,73,5.0,0.3059244930299257
56,57,7.0,0.1901303455969021
57,58,5.0,0.20837928618607454
57,39,5.0,0.25450932489097405
58,59,5.0,0.26552169090537675
58,98,5.0,0.14251563202916637
59,60,5.0,0.20779605830093983
60,61,6.0,0.19812495354163417
60,188,5.0,0.20659022930889692
61,62,5.0,0.16852135563663376
61,176,5.0,0.17055818138204437
61,20,5.0,0.186643066097662
61,114,5.0,0.2053516515126769
62,63,5.0,0.22201170459404446
62,1,5.0,0.20111168963208545
63,64,5.0,0.16044237548142293
64,65,6.0,0.2232701427187517
64,151,5.0,0.1671769736638239
64,177,5.0,0.21919540332932935
64,3,5.0,0.17678243564563964
65,66,5.0,0.17160219062937399
65,81,7.0,0.19908326551215433
66,67,6.0,0.240704943464631
67,68,5.0,0.22932938275491854
67,37,5.0,0.24530566882802535
68,69,5.0,0.18113008647998896
68,157,5.0,0.18822197965305149
69,70,5.0,0.1711189201642418
69,64,6.0,0.1908844603823293
69,152,5.0,0.25986658910001564
69,39,5.0,0.19683220032241786
69,165,5.0,0.23418277735848092
70,71,5.0,0.19937849839159116
71,72,7.0,0.19361101094493227
72,73,5.0,0.1859208136504562
72,62,5.0,0.16983194124330794
72,17,5.0,0.16168734546631242
73,74,5.0,0.2604653835102081
73,151,6.0,0.24491470590779552
74,75,5.0,0.22879815817391203
75,76,5.0,0.29622020328484594
75,177,8.0,0.1735278326850337
76,77,5.0,0.2173409248133394
76,197,5.0,0.19400529974806824
76,151,7.0,0.18190103539126734
77,78,5.0,0.21662636346687322
78,79,5.0,0.24261734405097968
78,17,6.0,0.23319229421246881
78,53,5.0,0.1660227850022151
78,101,5.0,0.14495065090252746
78,13,5.0,0.16520450289138944
79,80,5.0,0.1730980077076208
79,84,5.0,0.22357537434162184
79,126,5.0,0.17549716844719698
80,81,5.0,0.21818396229197728
81,82,6.0,0.2389779168625581
