tail,head,u,p_fail
0,23,9.0,0.16251401983436786
0,1,5.0,0.21473242808750195
1,0,5.0,0.20018114212052165
1,24,5.0,0.20730575678930277
1,2,8.0,0.2542402358046566
2,1,6.0,0.15173750500367833
2,25,5.0,0.23989851876517157
2,3,5.0,0.21319079315474712
3,2,5.0,0.24848086563533986
3,26,5.0,0.22208858133858317
3,4,6.0,0.20150320062465743
4,3,5.0,0.20944241317502224
4,27,5.0,0.23417273671553854
4,5,6.0,0.24422463929062124
5,4,5.0,0.19932018225591586
5,28,5.0,0.18880424297128295
5,6,5.0,0.20524319100094723
6,5,5.0,0.18777638270360086
6,29,5.0,0.15539305953877486
6,7,5.0,0.2027856037328269
7,6,5.0,0.1695589851268314
7,30,6.0,0.18512388109057926
7,8,5.0,0.19632316242621833
8,7,5.0,0.18081870771870864
8,31,5.0,0.187106239225711
8,9,5.0,0.20841632801683752
9,8,5.0,0.225342727388761
9,32,5.0,0.20552339410817547
9,10,5.0,0.225534671958623
10,9,5.0,0.20753358664629645
10,33,5.0,0.1999687629851515
10,11,6.0,0.20164943415965722
11,10,5.0,0.18962783027187247
11,34,5.0,0.20385963477681446
11,12,5.0,0.19951236284194437
12,11,5.0,0.25026129183814755
12,35,5.0,0.2052766952020015
12,13,5.0,0.24538211874326452
13,12,6.0,0.2190731824875715
13,36,6.0,0.1824814693262361
13,14,5.0,0.20010771224564908
14,13,5.0,0.23017723173475382
14,37,5.0,0.16486598948575493
14,15,7.0,0.24750994165005513
15,14,6.0,0.18686530298074505
15,38,8.0,0.19110814139387178
15,16,5.0,0.166048042151127
16,15,5.0,0.1623694492774233
16,39,5.0,0.22018515927240512
16,17,5.0,0.1905178380167153
17,16,6.0,0.19168644009287536
17,40,5.0,0.1678523259009371
17,18,5.0,0.19604588169565326
18,17,5.0,0.20425006365567402
18,41,5.0,0.19226787796795455
18,19,5.0,0.2012795282238293
19,18,5.0,0.251447430292951
19,42,6.0,0.22283818862921922
19,20,5.0,0.17536080148384825
20,19,5.0,0.2016701500826928
20,43,5.0,0.1781398841822518
20,21,6.0,0.20223588691914093
21,20,6.0,0.21521160706650286
21,44,5.0,0.1814659022827089
21,22,6.0,0.17034383518150734
22,21,5.0,0.14940681848242693
22,45,6.0,0.1684131980863377
23,0,5.0,0.24921304479919276
23,46,9.0,0.18237470870633662
23,24,5.0,0.19191425216994584
24,1,5.0,0.15782643468799928
24,23,5.0,0.20344606282828837
24,47,5.0,0.21210661191437674
24,25,5.0,0.1427007184865905
25,2,5.0,0.1567587037515984
25,24,5.0,0.21599372435662115
25,48,5.0,0.2074776142346278
25,26,5.0,0.19560324319012334
26,3,5.0,0.20778246746342505
26,25,5.0,0.22708766065966263
26,49,5.0,0.21351197250380435
26,27,6.0,0.1934598686568516
27,4,5.0,0.22723322413208236
27,26,5.0,0.15942746266718824
27,50,5.0,0.1772273635354149
27,28,5.0,0.23831392969499585
28,5,5.0,0.24395993994275558
28,27,7.0,0.22384041417498507
28,51,5.0,0.1809275311023666
28,29,6.0,0.20539926406371314
29,6,5.0,0.2003059275951951
29,28,5.0,0.17774681008377646
29,52,6.0,0.1775549092624534
29,30,6.0,0.19425477633311958
30,7,8.0,0.22048758935774618
30,29,5.0,0.2059653647064041
30,53,5.0,0.19699645124519505
30,31,8.0,0.23748254345344486
31,8,5.0,0.2526645748923669
31,30,5.0,0.26262157300876093
31,54,6.0,0.23705191983362886
31,32,5.0,0.18401521702869736
32,9,5.0,0.16580161269675434
32,31,5.0,0.19963701461013608
32,55,5.0,0.2613778201956454
32,33,6.0,0.19207960776625782
33,10,6.0,0.21628188084862388
33,32,6.0,0.21170212542687286
33,56,6.0,0.20818150879547082
33,34,5.0,0.19630635356702084
34,11,8.0,0.27983474791809043
34,33,6.0,0.16797735841071168
34,57,5.0,0.23712368935056488
34,35,5.0,0.13450885113225486
35,12,6.0,0.217033358102485
35,34,5.0,0.15090499931287799
35,58,5.0,0.20463125824125888
35,36,8.0,0.14475973070557477
36,13,6.0,0.20485791949197396
36,35,6.0,0.20435242138074394
36,59,6.0,0.24411637296296307
36,37,5.0,0.1695567890884882
37,14,5.0,0.2012566286161094
37,36,5.0,0.16370591314715044
37,60,5.0,0.19944187086034038
37,38,6.0,0.23331160301642276
38,15,5.0,0.22208965126610114
38,37,5.0,0.18626477641605999
38,61,5.0,0.1899595101433383
38,39,5.0,0.1755921155719403
39,16,5.0,0.20439989127219615
39,38,5.0,0.1809875333154327
39,62,5.0,0.16288129351673064
39,40,5.0,0.2571258666553044
40,17,5.0,0.21810138522740585
40,39,6.0,0.1775454559763737
40,63,6.0,0.18349666575095686
40,41,6.0,0.24664347071439693
41,18,5.0,0.16075778916084593
41,40,5.0,0.19397999429487586
41,64,5.0,0.1794349983058522
41,42,5.0,0.21424016420834202
42,19,5.0,0.13034828653691097
42,41,5.0,0.19079151328831376
42,65,5.0,0.2321336574848549
42,43,6.0,0.19702297570120855
43,20,7.0,0.17351320063170306
43,42,5.0,0.24814725374787475
43,66,5.0,0.22512451455868657
43,44,5.0,0.20886583077434426
44,21,5.0,0.21003184263206107
44,43,5.0,0.23164643128357662
44,67,5.0,0.18634445906588648
44,45,5.0,0.16726821832149324
45,22,5.0,0.2666392571721764
45,44,5.0,0.25168461673038317
45,68,5.0,0.1616549877618657
46,23,5.0,0.2151884447925408
46,69,5.0,0.23094184943979396
46,47,6.0,0.2224808340814498
47,24,5.0,0.20161709466569244
47,46,6.0,0.1873194296214985
47,70,5.0,0.22695077511968909
47,48,5.0,0.22049278072137143
48,25,5.0,0.20141839106286158
48,47,6.0,0.20840360076948994
48,71,6.0,0.14957320076707778
48,49,5.0,0.16300300893742944
49,26,7.0,0.18506422327508784
49,48,6.0,0.1689391766113706
49,72,6.0,0.2097531751991887
49,50,5.0,0.22144302866838111
50,27,5.0,0.24529092816136752
50,49,5.0,0.16898547282560858
50,73,6.0,0.19138897165565383
50,51,6.0,0.20227847778400776
51,28,5.0,0.19184217714956875
51,50,5.0,0.19585033782032538
51,74,5.0,0.18836948695802413
51,52,7.0,0.16618677869978188
52,29,5.0,0.14522867891720703
52,51,5.0,0.1708288731432358
52,75,6.0,0.22762013465014777
52,53,5.0,0.2219158495560768
53,30,5.0,0.26966352575199704
53,52,5.0,0.21751537036643606
53,76,5.0,0.172380825275257
53,54,7.0,0.2564165364073064
54,31,5.0,0.20001124729357797
54,53,5.0,0.15417353896223024
54,77,5.0,0.21206321690975882
54,55,5.0,0.2114308325590014
55,32,5.0,0.19532002115371383
55,54,6.0,0.19522337235495923
55,78,5.0,0.162883363331308
55,56,5.0,0.24196655414124765
56,33,5.0,0.2495719700822837
56,55,6.0,0.20093688330697074
56,79,6.0,0.21035066192243046
56,57,6.0,0.18663136764342983
57,34,5.0,0.2208469251975685
57,56,5.0,0.20898930142193511
57,80,5.0,0.1791791489426501
57,58,5.0,0.20624744366948988
58,35,5.0,0.23730687036710868
58,57,5.0,0.234197503562883
58,81,5.0,0.22019370310924177
58,59,5.0,0.19108477422766493
59,36,5.0,0.2708408750762698
59,58,5.0,0.23286387615397286
59,82,5.0,0.19535286383168224
59,60,5.0,0.1728494877240198
60,37,5.0,0.14234495215811255
60,59,6.0,0.19220513948604817
60,83,5.0,0.16940549042564654
60,61,5.0,0.16581391094074996
61,38,6.0,0.2418139732286686
61,60,5.0,0.13099478405412204
61,84,5.0,0.17643994169009813
61,62,5.0,0.22024364552156928
62,39,5.0,0.2316698223540522
62,61,5.0,0.16808688665149518
62,85,5.0,0.1983950958777987
62,63,5.0,0.17944439441695442
63,40,5.0,0.1776977339371602
63,62,5.0,0.21005530680461085
63,86,6.0,0.20161150315929288
63,64,5.0,0.20489196395422882
64,41,5.0,0.19544978412567057
64,63,7.0,0.1806793437826208
64,87,6.0,0.1861633939503102
64,65,5.0,0.1777323891170199
65,42,6.0,0.22672061142346683
65,64,5.0,0.18137061971781301
65,88,5.0,0.19632668751933105
65,66,5.0,0.16758833806791518
66,43,5.0,0.15437181685471538
66,65,5.0,0.1982120885235818
66,89,5.0,0.22092963039066268
66,67,5.0,0.20198207742474839
67,44,5.0,0.2068537632593307
67,66,5.0,0.23637950956335702
67,90,5.0,0.22059043785764373
67,68,5.0,0.2294537199501644
68,45,5.0,0.21325364597172594
68,67,5.0,0.1714018036579458
68,91,5.0,0.19929596392526314
69,46,8.0,0.2092050558712073
69,92,5.0,0.2019061105919104
69,70,5.0,0.2629568568371716
70,47,5.0,0.20093239451992334
70,69,8.0,0.21784088354445852
70,93,8.0,0.2276414148699614
70,71,7.0,0.25669708728894197
71,48,6.0,0.16959947410316628
