tail,head,u,p_fail
0,11,5.0,0.837871851463357
0,10,5.0,0.717855660868663
0,13,5.0,0.5835195619041861
0,2,5.0,0.7147304662953349
1,15,5.0,0.7707701635338693
1,4,6.0,0.8113077855448552
2,18,8.0,0.71599319754142
2,11,6.0,0.6941922718209361
3,2,5.0,0.7662099138931594
3,0,5.0,0.8036153514021089
3,4,5.0,0.8684421706932544
3,10,5.0,0.7686717669782559
4,11,5.0,0.8512682445212078
4,13,5.0,0.6861961328392985
5,15,5.0,0.9005810010185382
5,17,7.0,0.7903686909938252
5,19,5.0,0.6497166310920239
6,3,5.0,0.7674795031885742
6,8,5.0,0.8100006901593044
6,15,5.0,0.6795987212385215
6,2,5.0,0.8888369020343811
7,15,5.0,0.7583851257465012
7,10,5.0,0.8535550803276966
7,17,5.0,0.6867238994178573
8,3,7.0,0.8352856845503691
9,2,6.0,0.8891619237856102
9,11,5.0,0.7463404371782978
10,2,5.0,0.7746751770666929
11,17,8.0,0.7319167083175477
12,14,6.0,0.8382801271215341
12,3,5.0,0.8012050310841256
12,6,5.0,0.8595701330650747
12,7,6.0,0.7904211374982375
12,11,5.0,0.6590359965437909
12,8,5.0,0.6549776608615439
12,19,5.0,0.7455600091638714
12,17,5.0,0.8546078827814725
14,4,5.0,0.99
14,5,5.0,0.9086272508148169
14,7,5.0,0.7275062201585492
14,19,5.0,0.5885911062799049
14,16,5.0,0.8615954177572167
14,8,5.0,0.799765684826085
15,16,5.0,0.6650498857874185
15,13,9.0,0.9122965185267184
15,9,5.0,0.7987079674460281
15,8,6.0,0.7499911411165465
15,17,5.0,0.5970913807478474
15,10,5.0,0.9224009389614217
16,9,5.0,0.8061322217917912
16,8,5.0,0.7687059894959541
16,18,5.0,0.6907459703556326
17,13,10.0,0.7552435278936057
18,11,5.0,0.9609181818461011
18,4,6.0,0.8632425605456056
19,10,5.0,0.99
19,15,6.0,0.9362382890821662
19,8,5.0,0.8409448710305633
19,6,5.0,0.9134837413831447
19,4,5.0,0.8180673400320754
