tail,head,u,p_fail
1,44,5.0,0.6302429123106584
1,51,9.0,0.49826506927391745
1,46,5.0,0.5732749266885965
2,32,5.0,0.5019760633501195
2,44,5.0,0.4353396689784206
3,70,5.0,0.49927526154259866
3,38,5.0,0.5451873398392943
3,41,5.0,0.5112632663298831
4,50,6.0,0.5039112489414285
4,73,5.0,0.5237526240282323
5,43,6.0,0.6798775434499248
5,2,5.0,0.453732487092637
5,31,6.0,0.45251238047735276
6,67,6.0,0.4467638223131324
6,1,10.0,0.47242828342576704
8,80,5.0,0.4234507619445003
9,67,7.0,0.5213697885386122
10,64,5.0,0.462619340142524
10,67,5.0,0.4465485326322101
11,94,5.0,0.45296646692331244
11,18,5.0,0.5525798068372152
12,14,5.0,0.4511047533843729
12,77,8.0,0.5076379041473138
13,0,5.0,0.42727575755382036
13,24,5.0,0.5108231242024146
13,47,5.0,0.4852724661635887
14,39,6.0,0.5863568518010202
14,0,5.0,0.6272459901408006
15,34,5.0,0.438968138201185
16,19,7.0,0.532996741720104
16,11,5.0,0.48816102782312754
17,94,6.0,0.6147675983948956
19,3,5.0,0.5261413301325438
19,81,6.0,0.5075269662972598
19,29,5.0,0.4597522786790712
19,28,5.0,0.44455938471900003
19,92,5.0,0.4512736088142524
19,94,5.0,0.40049176417705423
19,38,5.0,0.4954686464668503
20,78,5.0,0.4577205431881713
20,63,5.0,0.5515300712530545
20,0,5.0,0.5097018465876657
21,18,5.0,0.7151792854446198
21,42,6.0,0.5511027811525018
22,18,5.0,0.4265082009498633
23,85,5.0,0.31217448673261217
25,93,6.0,0.5483763286209089
25,5,6.0,0.4923317027682987
26,58,8.0,0.5272752530487355
26,65,5.0,0.437792247701169
26,90,5.0,0.4503372003720216
26,9,5.0,0.47205789677202215
27,73,5.0,0.6677330933068918
27,0,6.0,0.38133494248723254
28,45,5.0,0.5951238071280568
28,94,5.0,0.43076449731269334
28,26,5.0,0.508637384492993
29,85,5.0,0.5718728065138894
29,73,6.0,0.4259972570330372
